#           age (years)                      mass (M_sun)                    rho_c (g/cm^3)                      T_c (K)                         T_eff (K)                        L (L_sun)                       X(H1) center                      mu approx            
                10490366.434445206               14.996564437529058               109386014.63708365                656246626.2685306               12284.895392260825                20471.34957945292                              0.0               1.3333333333333333
                10490366.434441201               14.996564437529058               109386431.84950665                656247793.2307091               12293.900442785678                20530.05592421353                              0.0               1.3333333333333333
                10490366.434437197               14.996564437529058                 109386994.803782                656249357.4483411               12313.590411869618               20661.495745666947                              0.0               1.3333333333333333
                10490366.434429187               14.996564437529058               109387496.90072891                656250785.5165654               12321.122837447729               20709.540719678374                              0.0               1.3333333333333333
                10490366.434421178               14.996564437529058               109388621.88870461                656253911.4231251               12362.583326762724               20986.349440038965                              0.0               1.3333333333333333
                10490366.434394484               14.996564437529058               109388524.68309423                656253844.7158118               12391.316759403546               21169.517758546666                              0.0               1.3333333333333333
                10490366.434372239               14.996564437529058               109388013.52547303                656252616.6380553               12373.062342996502                21039.30606325484                              0.0               1.3333333333333333
                10490366.434353702               14.996564437529058               109387811.30352882                656252203.1036316                12389.15615568659               21144.737579424505                              0.0               1.3333333333333333
                 10490366.43433053               14.996564437529058               109388578.11183411                656254465.1543064                12435.28725322199                21459.25370419802                              0.0               1.3333333333333333
                10490366.434301566               14.996564437529058               109387978.17403248                656253044.9901222               12440.495835889795                21488.78288586422                              0.0               1.3333333333333333
                10490366.434277428               14.996564437529058               109387461.70147721                656251816.4726561                12439.43088546947               21476.343747706786                              0.0               1.3333333333333333
                10490366.434257315               14.996564437529058               109387035.39154853                656250803.8355184                12437.08209788276                21455.89447368739                              0.0               1.3333333333333333
                10490366.434232173               14.996564437529058                109386522.3158733                 656249592.035929               12440.040258253432                21471.78851365251                              0.0               1.3333333333333333
                10490366.434211219               14.996564437529058               109386089.29930605                656248567.3336182                12440.86387549164               21474.132245413435                              0.0               1.3333333333333333
                 10490366.43419376               14.996564437529058               109385730.22703424                656247718.2499155               12435.395746353399                21433.52503196356                              0.0               1.3333333333333333
                10490366.434171936               14.996564437529058               109385315.47330528                656246749.8044237               12430.114316571997               21393.618662995603                              0.0               1.3333333333333333
                10490366.434144653               14.996564437529058               109384854.64756365                 656245696.293115               12429.238105016711               21383.430738321968                              0.0               1.3333333333333333
                10490366.434121918               14.996564437529058                109384506.2169565                656244915.3771571               12427.611368259064               21368.835000293886                              0.0               1.3333333333333333
                10490366.434102973               14.996564437529058               109384261.14724222                656244388.0612965               12424.775519027573               21346.469594673883                              0.0               1.3333333333333333
                10490366.434087185               14.996564437529058                109384103.6419883                656244075.9789408               12417.161748103477                21291.53397474438                              0.0               1.3333333333333333
                10490366.434074027               14.996564437529058                109384040.5035713                656244001.5812746               12408.892683927626                21232.42624080678                              0.0               1.3333333333333333
                10490366.434063064               14.996564437529058               109384046.16539122                656244098.4358634               12398.506971577786               21159.065859210925                              0.0               1.3333333333333333
                10490366.434053928               14.996564437529058               109384116.96617918                656244359.2769165               12388.540342033217                21088.90107937224                              0.0               1.3333333333333333
                10490366.434046315               14.996564437529058                109384227.0285474                656244715.8291287               12376.634325001354                21005.75101981694                              0.0               1.3333333333333333
                10490366.434039969               14.996564437529058               109384383.13719139                656245188.4708668               12369.696792218178                20956.77007938135                              0.0               1.3333333333333333
                10490366.434034683               14.996564437529058                109384573.9233739                 656245747.783472               12372.742012820281               20976.112071970787                              0.0               1.3333333333333333
                10490366.434030276               14.996564437529058               109384775.58064942                656246330.1838077                12377.17960022492               21005.185954209504                              0.0               1.3333333333333333
                10490366.434026605               14.996564437529058                109384977.4524865                656246907.7148885               12383.905018952637               21050.076295802304                              0.0               1.3333333333333333
                10490366.434023544               14.996564437529058               109385192.37071954                656247516.2625995                12396.89641237415                21138.23109609258                              0.0               1.3333333333333333
                10490366.434020992               14.996564437529058               109385403.38996544                656248110.3946115               12411.118374724938                21235.33595847904                              0.0               1.3333333333333333
                10490366.434018867               14.996564437529058               109385610.69031566                656248691.2330405               12424.241964908753                21325.37165367536                              0.0               1.3333333333333333
                10490366.434017098               14.996564437529058               109385797.92115158                656249214.7355566               12434.064836143149               21392.976942410678                              0.0               1.3333333333333333
                10490366.434015622               14.996564437529058               109385966.73412172                656249685.8427026               12439.755638242197               21432.150914670663                              0.0               1.3333333333333333
                10490366.434014147               14.996564437529058                109386141.7339597                656250173.8135513               12441.701195022797                21445.56547779816                              0.0               1.3333333333333333
                10490366.434007635               14.996564437529058                 109386834.121684                656252109.4636413               12416.814998428737               21271.818205540792                              0.0               1.3333333333333333
                10490366.434002208               14.996564437529058               109388069.00839008                656255515.7718772               12421.875458602812                 21305.3912262035                              0.0               1.3333333333333333
                10490366.433997687               14.996564437529058               109389431.66822438                656259263.6196404                12410.31362757157                21224.34713808784                              0.0               1.3333333333333333
                 10490366.43399392               14.996564437529058               109392690.16105686                656268173.3301913               12388.616967502126               21074.193226758638                              0.0               1.3333333333333333
                 10490366.43399078               14.996564437529058               109396866.85684085                656279580.9182425               12380.945669934083                21020.31381488918                              0.0               1.3333333333333333
                10490366.433987642               14.996564437529058               109404893.12045357                656301480.4455277               12386.108108756267               21054.138107502113                              0.0               1.3333333333333333
                10490366.433984503               14.996564437529058                109411513.5164856                656319547.4789593               12394.969772292296               21113.643924746633                              0.0               1.3333333333333333
                10490366.433979271               14.996564437529058               109412387.40271772                656321968.0647302               12402.207224243464                 21162.3338891887                              0.0               1.3333333333333333
                10490366.433974039               14.996564437529058               109413058.45126404                656323835.8263859               12420.163745799764               21285.318949723944                              0.0               1.3333333333333333
                10490366.433965316               14.996564437529058               109413016.13601536                656323785.3039635                12437.36593313022                21403.54276628005                              0.0               1.3333333333333333
                10490366.433954414               14.996564437529058               109413117.55744946                656324142.7171078               12454.366804236586               21521.172643031223                              0.0               1.3333333333333333
                10490366.433941681               14.996564437529058               109413031.26845104                 656324002.141116                12441.17650925827               21429.454693160762                              0.0               1.3333333333333333
                10490366.433927445               14.996564437529058               109412972.80693862                656323948.5787559               12435.200090560691               21387.725901615297                              0.0               1.3333333333333333
                10490366.433911536               14.996564437529058               109412917.15339237                656323915.1057065               12421.525776089304               21292.772902353874                              0.0               1.3333333333333333
                10490366.433892455               14.996564437529058               109412870.92044635                656323930.8792133               12403.278206051367               21166.222055262144                              0.0               1.3333333333333333
                10490366.433868602               14.996564437529058                109412862.7063093                656324085.7136918               12391.580614357299               21084.072111618225             2.96006005918176e-45               1.3333333333333333
                10490366.433848726               14.996564437529058               109412884.42140849                656324292.5807393               12386.580356307151               21047.788721390756                              0.0               1.3333333333333333
                10490366.433832161               14.996564437529058               109412883.79177281                656324413.9352566               12380.773337316241               21006.184598232576                              0.0               1.3333333333333333
                10490366.433818357               14.996564437529058               109412884.76372252                656324519.1430347               12374.518807321112               20961.708974382324                              0.0               1.3333333333333333
                10490366.433806855               14.996564437529058               109412888.49333988                656324614.7734765               12368.385805045073                20918.24542077659                              0.0               1.3333333333333333
                 10490366.43379727               14.996564437529058               109412894.01300156                656324701.0382594               12363.148573074026                20881.05917939038                              0.0               1.3333333333333333
                10490366.433789281               14.996564437529058               109412900.94188896                656324779.2735317               12359.724052311562               20856.366065445265                              0.0               1.3333333333333333
                10490366.433782626               14.996564437529058               109412909.20642298                656324851.2571357               12359.027568037352               20850.364071602286                              0.0               1.3333333333333333
                10490366.433777079               14.996564437529058               109412918.60469675                656324918.0874255               12361.716448333416               20867.522866623884                              0.0               1.3333333333333333
                10490366.433772456               14.996564437529058               109412929.48805748                656324982.0958334                12367.80835857491               20908.019118887292                              0.0               1.3333333333333333
                10490366.433768604               14.996564437529058               109412945.34275028                656325053.9286897               12376.292009446173               20965.066215950996                              0.0               1.3333333333333333
                10490366.433765393               14.996564437529058               109412960.73770036                656325119.7381724               12385.318911797225               21026.114646569153                              0.0               1.3333333333333333
                10490366.433762718               14.996564437529058               109412981.12853673                656325195.1881682               12393.983971149431               21084.914125254818                              0.0               1.3333333333333333
                10490366.433760041               14.996564437529058               109413846.45157318                656327573.4180334               12404.598466285011               21157.441537237013           1.0550118672344846e-40               1.3333333333333333
                10490366.433754692               14.996564437529058               109413031.16530558                 656325391.188519               12403.681700039822                21150.45384377211                              0.0               1.3333333333333333
                10490366.433745774               14.996564437529058                109412998.0504845                656325367.1926894               12409.149465674125               21186.939990309314             2.84229305832395e-45               1.3333333333333333
                10490366.433738342               14.996564437529058               109412972.47285916                656325352.6961644                12394.32194885034                21084.23878535438                              0.0               1.3333333333333333
                10490366.433730222               14.996564437529058               109412962.85255109                656325386.8107884               12394.713172196962               21085.640475828863                              0.0               1.3333333333333333
                10490366.433723455               14.996564437529058               109412969.02954537                656325453.9238842               12406.211057229655               21163.469223505734                              0.0               1.3333333333333333
                10490366.433717817               14.996564437529058                109412961.5508788                656325475.4400101                12412.21136652824                21203.90465645397                              0.0               1.3333333333333333
                10490366.433711262               14.996564437529058               109412947.45022555                656325485.6972362                12423.87151866925               21283.345196191327                              0.0               1.3333333333333333
                10490366.433703557               14.996564437529058               109412932.48277514                656325502.1583672               12439.928778241461               21393.526046457202                              0.0               1.3333333333333333
                10490366.433695225               14.996564437529058               109412895.64520521                656325463.6679791               12437.437052593037               21375.544718619614                              0.0               1.3333333333333333
                10490366.433685852               14.996564437529058               109412853.64826751                 656325418.859627               12440.829693233103               21398.235665932432                              0.0               1.3333333333333333
                10490366.433670228               14.996564437529058               109412767.53286627                656325300.2438141               12432.671796645805                21340.53189733883                              0.0               1.3333333333333333
                10490366.433657208               14.996564437529058               109412706.65056185                656325231.0510738               12430.415236142124               21323.732732129218                              0.0               1.3333333333333333
                10490366.433646359               14.996564437529058                109412658.3118873                656325179.9220247               12432.795022899896               21339.181007090658                              0.0               1.3333333333333333
                 10490366.43363732               14.996564437529058               109412600.82739484                  656325090.43107               12423.320352677638               21272.944364216517                              0.0               1.3333333333333333
                10490366.433629785               14.996564437529058               109412567.50902167                 656325055.606422               12421.233577912128               21257.752276125557                              0.0               1.3333333333333333
                10490366.433623506               14.996564437529058               109412545.07844159                656325041.1252242               12420.330694903056               21250.773345695805                              0.0               1.3333333333333333
                10490366.433616642               14.996564437529058               109412471.29224674                656324891.0302804               12430.952376521336               21323.138349170367                              0.0               1.3333333333333333
                10490366.433609113               14.996564437529058               109412525.35927604                656325094.2652042               12459.702238816251               21521.774124874162                              0.0               1.3333333333333333
                10490366.433596564               14.996564437529058               109412437.15296863                656324947.0979384               12455.292802237644                 21490.5336696432                              0.0               1.3333333333333333
                10490366.433586108               14.996564437529058               109412372.37009239                656324848.2305272               12447.632575274343               21436.854308300306                              0.0               1.3333333333333333
                10490366.433573835               14.996564437529058               109412300.26196095                656324742.8965406                12440.50584449903               21386.796724230357                              0.0               1.3333333333333333
                10490366.433563607               14.996564437529058               109412261.02068299                656324711.9400048                12430.96896725684               21320.187951595624                              0.0               1.3333333333333333
                10490366.433555083               14.996564437529058               109412231.79450697                656324695.6133847               12425.586000125315               21282.379178811065                              0.0               1.3333333333333333
                10490366.433547981               14.996564437529058               109412217.17456633                656324708.5404195                12416.47721732607               21219.025407006116                              0.0               1.3333333333333333
                10490366.433542062               14.996564437529058               109412201.22579013                656324709.0503739                12406.22952457782                21147.97926334235                              0.0               1.3333333333333333
                10490366.433537127               14.996564437529058               109412197.12050878                656324734.5093542               12399.785482557694               21103.148164837774                              0.0               1.3333333333333333
                10490366.433533018               14.996564437529058               109412193.55261932                656324755.3250256               12397.676551184373                21088.13138744634                              0.0               1.3333333333333333
                10490366.433529593               14.996564437529058               109412193.72642368                656324781.2484545               12396.087522083619               21076.707142588075                              0.0               1.3333333333333333
                10490366.433526166               14.996564437529058               109412196.52605431                656324814.3283803               12399.273610690694               21097.977670843247                              0.0               1.3333333333333333
                 10490366.43352274               14.996564437529058               109412203.30114113                656324858.2431203               12403.591498658763               21127.186404728873                              0.0               1.3333333333333333
                10490366.433517031               14.996564437529058                109412187.1479505                656324856.6350435               12390.701531380006               21038.124026466954                              0.0               1.3333333333333333
                10490366.433512274               14.996564437529058               109412181.44922376                656324876.4504546               12385.034049942931                20998.56333911278                              0.0               1.3333333333333333
                10490366.433508309               14.996564437529058               109412182.89992227                656324909.8599517                12388.84893781659               21023.814327580734                              0.0               1.3333333333333333
                10490366.433505004               14.996564437529058               109412189.21093494                656324951.6065949                12400.03263082419                21099.69631429173                              0.0               1.3333333333333333
                10490366.433502253               14.996564437529058               109412199.81453034                656325000.9612839               12411.621494226763               21178.738904981135                              0.0               1.3333333333333333
                10490366.433499958               14.996564437529058                109412211.2491391                656325049.1716133               12421.599643033545                21247.04066480776                              0.0               1.3333333333333333
                10490366.433497665               14.996564437529058               109412152.84182574                656324907.0329226               12431.425233911741                21314.47022250372            5.587096695342525e-41               1.3333333333333333
                10490366.433495352               14.996564437529058               109412247.70619452                 656325182.752357               12440.445426742179                21376.77977518329                              0.0               1.3333333333333333
                10490366.433490526               14.996564437529058               109412217.78367718                 656325137.066917               12432.043613718704               21318.123227166896                              0.0               1.3333333333333333
                 10490366.43348029               14.996564437529058               109412190.84656368                656325139.7024664               12461.380176070248                21520.39231178943                              0.0               1.3333333333333333
                10490366.433454702               14.996564437529058               109411979.13677435                656324752.8287848               12452.903815525991               21460.134884049367                              0.0               1.3333333333333333
                10490366.433422714               14.996564437529058                109411775.7334801                656324436.1240214                12453.41445250204               21461.789431255707                              0.0               1.3333333333333333
                 10490366.43339606               14.996564437529058               109411619.82900423                   656324209.2636               12452.595602122099                 21454.7638114661                              0.0               1.3333333333333333
                10490366.433373846               14.996564437529058               109411505.15954956                 656324061.778161               12454.171544817636               21464.727407404225                              0.0               1.3333333333333333
                10490366.433355335               14.996564437529058               109411407.42373887                656323932.9374391               12443.426040594712                21389.64581799027                              0.0               1.3333333333333333
                10490366.433332197               14.996564437529058               109411325.27460459                656323880.9600723               12431.343545422264                21305.04056548517                              0.0               1.3333333333333333
                10490366.433303274               14.996564437529058               109411273.40898722                656323954.4973933               12423.704582706374                21250.40879359787                              0.0               1.3333333333333333
                10490366.433274351               14.996564437529058               109411267.95607187                656324154.5298579               12422.680033441535                21240.94301963637                              0.0               1.3333333333333333
                10490366.433245428               14.996564437529058               109411227.76582599                656324259.8878192               12423.621615931821               21244.897087331705                              0.0               1.3333333333333333
                10490366.433197225               14.996564437529058               109411142.79300515                656324386.4560097               12422.497850958227               21232.924695477424                              0.0               1.3333333333333333
                10490366.433157055               14.996564437529058               109411082.83605275                656324521.5106436               12420.340524339254               21214.892495603264                              0.0               1.3333333333333333
                10490366.433123577               14.996564437529058               109411044.78068437                656324666.5128714               12417.137639984932               21189.430745182828                              0.0               1.3333333333333333
                 10490366.43309568               14.996564437529058               109411025.46376184                656324821.1325078               12412.579773280477                21154.98144351172                              0.0               1.3333333333333333
                10490366.433072435               14.996564437529058               109411022.46306388                 656324985.676834               12406.510752131431                21110.43833769254                              0.0               1.3333333333333333
                10490366.433053061               14.996564437529058               109411034.47187437                656325162.3418962                12398.87118008515                21055.40472035629                              0.0               1.3333333333333333
                 10490366.43303692               14.996564437529058               109411062.92265509                656325359.8296492               12389.769995307663               20990.647708756045                              0.0               1.3333333333333333
                10490366.433023466               14.996564437529058               109411101.61848684                656325565.2488501               12379.545405007118                 20918.5238967197                              0.0               1.3333333333333333
                10490366.433012255               14.996564437529058               109411145.35559115                656325767.7486413               12368.812644949254                20843.24025703551                              0.0               1.3333333333333333
                10490366.433002912               14.996564437529058               109411192.30577163                656325965.1228712               12358.470913271041               20770.851239621043            1.450746087778811e-45               1.3333333333333333
                10490366.432995128               14.996564437529058               109411244.30395648                656326164.6862983               12349.620006424311                20708.90451291142                              0.0               1.3333333333333333
                10490366.432988638               14.996564437529058               109411300.45262788                656326365.9209043               12343.438333135487                20665.29980180609                              0.0               1.3333333333333333
                10490366.432983233               14.996564437529058               109411361.63405474                656326572.8380547               12340.913360302979                20646.56685712645                              0.0               1.3333333333333333
                10490366.432978727               14.996564437529058               109411427.98693071                656326787.1547178               12342.447614971292               20655.381053744222                              0.0               1.3333333333333333
                10490366.432974972               14.996564437529058               109411500.83721669                656327013.6005476               12347.402711720813                20687.48011969813                              0.0               1.3333333333333333
                10490366.432971843               14.996564437529058               109411588.73738477                656327276.4147098               12353.747880998222               20729.234837135453                              0.0               1.3333333333333333
                10490366.432969237               14.996564437529058               109411701.99948783                656327604.4769922               12358.397404398991                20759.79912552612                              0.0               1.3333333333333333
                10490366.432967063               14.996564437529058               109411919.88892092                656328214.4665174               12359.481831397492               20766.396831363963                              0.0               1.3333333333333333
                10490366.432964891               14.996564437529058               109412181.00765531                656328942.2743676               12360.650847718465               20773.335713498403                              0.0               1.3333333333333333
                 10490366.43296272               14.996564437529058               109412509.73794098                656329854.3523681               12372.987593446365               20856.157756246674                              0.0               1.3333333333333333
                10490366.432958374               14.996564437529058               109412688.80127892                656330374.6655301               12395.823074342614               21010.159903271237                              0.0               1.3333333333333333
                 10490366.43295113               14.996564437529058               109412973.97142754                656331205.6903846               12416.220869734572               21147.308519272952                              0.0               1.3333333333333333
                10490366.432945097               14.996564437529058                109412987.6510784                656331287.8175524               12436.859220814213                21287.09004554127                              0.0               1.3333333333333333
                10490366.432939062               14.996564437529058               109412957.05539796                 656331249.275392                12453.39877483469                21398.57874478015                              0.0               1.3333333333333333
                10490366.432933027               14.996564437529058               109412961.18101415                656331305.3603342               12499.862985339261                21720.87014483148                              0.0               1.3333333333333333
                10490366.432917938               14.996564437529058               109412789.39895555                656330949.2903854               12489.921793967236                21647.89741277015                              0.0               1.3333333333333333
                10490366.432899078               14.996564437529058               109412614.48436657                656330612.7096623               12485.714045760926               21617.263937858912                              0.0               1.3333333333333333
                10490366.432883361               14.996564437529058               109412480.87167804                656330365.3377222               12484.363642491653               21606.862749998993                              0.0               1.3333333333333333
                10490366.432870263               14.996564437529058               109412374.11028644                656330171.6834135               12483.430662042556               21599.614571938317                              0.0               1.3333333333333333
                10490366.432853892               14.996564437529058               109412234.22711097                656329912.0865119                12477.46790361395               21557.233189969626                              0.0               1.3333333333333333
                10490366.432833428               14.996564437529058               109412102.19794868                656329704.3063228               12472.950861803702               21524.638995355905                              0.0               1.3333333333333333
                10490366.432816373               14.996564437529058               109412005.15448663                656329566.5343423                12471.61139150103                21514.30838673485                              0.0               1.3333333333333333
                10490366.432802161               14.996564437529058               109411926.20868036                656329456.9671837               12473.470468842586               21526.402082399134                              0.0               1.3333333333333333
                10490366.432790319               14.996564437529058                 109411854.097402                 656329348.427734               12474.446056381103               21532.559320298034                              0.0               1.3333333333333333
                 10490366.43278045               14.996564437529058               109411807.35894942                656329294.3745041               12481.489183128955               21581.193040359933                              0.0               1.3333333333333333
                10490366.432772225               14.996564437529058               109411748.87544031                656329196.0889103               12463.165418847466                21453.73157595152                              0.0               1.3333333333333333
                 10490366.43276537               14.996564437529058               109411713.72552907                656329151.2131258               12444.115327414333                21321.59476583985                              0.0               1.3333333333333333
                 10490366.43275966               14.996564437529058               109411700.73968816                656329158.2571769                12436.96875111159                21271.72055806207                              0.0               1.3333333333333333
                 10490366.43275332               14.996564437529058               109411701.50303963                656329207.4311404               12446.623989006948               21337.573519813875                              0.0               1.3333333333333333
                10490366.432745399               14.996564437529058               109411708.49165948                656329285.3451692               12458.323374308688               21417.689144945547                              0.0               1.3333333333333333
                10490366.432735495               14.996564437529058               109411696.51486333                656329326.2865502               12470.334913159892                21500.28897385128                              0.0               1.3333333333333333
                10490366.432723114               14.996564437529058               109411651.95304558                656329296.8148057               12463.313250926181               21451.020076338744                              0.0               1.3333333333333333
                10490366.432707641               14.996564437529058               109411615.91985504                656329313.5822537               12458.986920143749               21420.234254856645                              0.0               1.3333333333333333
                10490366.432694746               14.996564437529058               109411576.75313848                656329302.6469611               12445.742727652058               21327.996269161755            3.348373808816819e-44               1.3333333333333333
                   10490366.432684               14.996564437529058               109411564.51570117                656329349.1375953                12426.29670625841                21193.31611736793                              0.0               1.3333333333333333
                10490366.432675045               14.996564437529058               109411576.68035439                656329448.8278989               12408.514430398225               21070.443609461185                              0.0               1.3333333333333333
                10490366.432667583               14.996564437529058               109411593.78997259                656329550.9061773               12395.475295553684                20980.27781342028                              0.0               1.3333333333333333
                10490366.432661364               14.996564437529058               109411617.14541917                656329660.7660966               12390.662738809024                20946.33955766613                              0.0               1.3333333333333333
                10490366.432656182               14.996564437529058               109411636.48303731                656329751.9746693               12389.668634761423                20938.51937000349                              0.0               1.3333333333333333
                10490366.432651863               14.996564437529058               109411648.21845908                656329816.0463371               12391.988624081472               20953.381313736867                              0.0               1.3333333333333333
                10490366.432648264               14.996564437529058                109411660.1327967                656329875.2577577               12397.853438739485               20992.540256814595                              0.0               1.3333333333333333
                10490366.432645265               14.996564437529058               109411669.96122393                656329924.3275589               12406.839069633927               21053.207679176616                              0.0               1.3333333333333333
                10490366.432642765               14.996564437529058                109411680.2115523                656329970.8334289               12417.732672970496               21127.218313425998                              0.0               1.3333333333333333
                10490366.432640683               14.996564437529058               109411689.94019307                656330012.8226218               12428.770341701766               21202.552648343346                              0.0               1.3333333333333333
                10490366.432638947               14.996564437529058               109411697.76754878                656330047.0509149               12438.587514089182               21269.785550757435                              0.0               1.3333333333333333
                10490366.432637213               14.996564437529058               109411706.02958295                656330082.4639034               12449.220439947041               21342.781777325654           3.9385291029727825e-42               1.3333333333333333
                10490366.432635477               14.996564437529058               109414485.44482823                656337670.4827726               12462.131634260586                21431.81908259851                              0.0               1.3333333333333333
                10490366.432632005               14.996564437529058               109411777.64259446                656330316.3330523               12481.025927185754                21562.94527690279                              0.0               1.3333333333333333
