# age = 8988935.043791492 years
#            r (R_sun)                        m (M_sun)                       rho (g/cm^3)                        T (K)                         P (dyn/cm^2)                          mu                              mu_e                          L (L_sun)                            X                                Y                              grad_a                           grad_T                      q_nuc (erg/g/s)         
             0.0009125509402557178            1.171925381640708e-06                2172.341860747473               158025612.72374904           2.1579365427334894e+19               1.4361270451183088               2.0002152205278287              0.11678758120327036                              0.0               0.6855003566067414               0.3336252389202123               0.3336269474865869                              0.0
              0.001149752223370026            2.343850879736587e-06                2172.227760400778                 158021278.635745            2.157759149971845e+19               1.4361270451182127               2.0002152205278287              0.23348538424225423                              0.0               0.6855003566070186              0.33362643484211063              0.33362786127578214                              0.0
             0.0014486184804436274            4.687701874693565e-06                2172.091917551978               158016118.59672105           2.1575479622679003e+19               1.4361270451180892               2.0002152205278287              0.46666735613928195                              0.0                0.685500356607375               0.3336278586742518               0.3336294277094179                              0.0
              0.001825188632418214             9.37540386460752e-06               2171.8762827302826               158007927.35301888           2.1572127425339974e+19               1.4361270451178778               2.0002152205278287               0.9323537914321242                              0.0               0.6855003566079858              0.33363011898060807               0.3336320137696936                              0.0
              0.002299681530495295            1.875080784443543e-05                 2171.53399016377               157994924.09894335            2.156680665347632e+19               1.4361270451175152                2.000215220527829               1.8615794211912406                              0.0               0.6855003566090324              0.33363370727953734               0.3336362045014163                              0.0
             0.0028975934331701672           3.7501615803894496e-05               2170.9906512328066               157974281.56057474            2.155836174661562e+19               1.4361270451168942                2.000215220527829                3.713232302540987                              0.0               0.6855003566108249                0.333639404067321               0.3336429310251056                              0.0
              0.003651091816983382            7.500323172281262e-05                2170.128196905238                157941510.6592628           2.1544959554138923e+19               1.4361270451158312               2.0002152205278287               7.3950484316978855                              0.0               0.6855003566138927                0.333648448966638               0.3336536741369494                              0.0
              0.004600793672101774           0.00015000646356198185               2168.7592434607864               157889482.75144294           2.1523693122753597e+19                1.436127045114014               2.0002152205278287               14.690926001540882                              0.0               0.6855003566191382               0.3336628114059792              0.33367079023644663                              0.0
               0.00548244556163801            0.0002536948368159967               2167.0339374850237                157823879.8051547           2.1496900358777938e+19               1.4361270451115502                2.000215220527829                24.66017506761024                              0.0               0.6855003566262498               0.3336809305857335               0.3336900937329296                              0.0
              0.006146751155295371           0.00035738321007110484               2165.3538898152406                157759961.6024871           2.1470820286057325e+19                1.436127045109018                2.000215220527829                34.51670381427932                              0.0               0.6855003566335583              0.33369859532904533               0.3337067813685107                              0.0
              0.007161457981439976            0.0005647599565813212                2163.105766056994               157674414.11543676           2.1435943427514393e+19               1.4361270451055126                2.000215220527829                53.93176738731366                              0.0               0.6855003566436758              0.33372223772342813                0.333736054128417                              0.0
              0.008608126579506206            0.0009795134495973823               2159.2462774679007               157527465.71855003           2.1376119649000124e+19                1.436127045099225               2.0002152205278287                91.75782939030259                              0.0               0.6855003566618229              0.33376286583975734               0.3337856790325328                              0.0
              0.010569083235814439            0.0018090204356275299                2152.823793822936               157282691.64770374            2.127671159837553e+19                1.436127045088234                2.000215220527829               164.17281023643682                              0.0               0.6855003566935437                0.333830587960768              0.33386767211486096                              0.0
              0.013145225673851202             0.003468034407694484               2142.3602728301707               156883249.72745055            2.111513817461271e+19                1.436127045069439               2.0002152205278287                298.9931445839368                              0.0               0.6855003567477826              0.33394122727171716               0.3340009833481183                              0.0
              0.016473345105541607              0.00678606235183338                 2125.53009139409               156239034.39559144            2.085624718512483e+19               1.4361270450379684               2.0002152205278287                539.0631524812518                              0.0               0.6855003568385927               0.3341199824980023               0.3342161106263103                              0.0
              0.020209475448281604             0.012430334728936225                2101.356298311203               155308938.14335018             2.04863810437454e+19               1.4361270449916799               2.0002152205278287                883.9078391660034                              0.0               0.6855003569721363               0.3343792565301535              0.33451467126581247                              0.0
              0.023262688057082752             0.018815410586428657               2074.9674932753182                154284581.5823423            2.008492390872087e+19               1.4361270449411807               2.0002152205278283               1207.1272439039813                              0.0                 0.68550035711779               0.3346676175140122               0.3348025435053402                              0.0
               0.02570005351444479              0.02520048644392109               2050.6600333308043               153333765.76175004           1.9717468542941983e+19               1.4361270448955255               2.0002152205278287               1478.0994994037699                              0.0               0.6855003572494425              0.33493727662738654               0.3350608880484445                              0.0
              0.027631934092765324             0.031140456125114794               2029.4427253310325                152498293.1700797            1.939861167860685e+19               1.4361270448566592               2.0002152205278287               1693.7098632285063                              0.0                0.685500357361494               0.3351757183256977              0.33528374162624724                              0.0
              0.029341030119614076               0.0370804258063085               2010.4263899601897                151745535.5291427            1.911440879444976e+19               1.4361270448227215               2.0002152205278287               1880.7992216671114                              0.0               0.6855003574593189               0.3353916108479026              0.33549389709511906            7.134852450579431e-13
               0.03209991299981659              0.04809387151823994               1984.8181129682432               150729079.17402056            1.873453886864154e+19               1.4361270447776844               2.0002152205278283                2166.733682925709                              0.0               0.6855003575891165               0.3356833337895461              0.33586100839442173                              0.0
               0.03333098771690323             0.053600594374206494               1962.1403327156622                149816248.2807981           1.8399401221144334e+19                1.436127044738426               2.0002152205278287                2286.768149292241                              0.0                0.685500357702228               0.3359497347181457              0.33603563651706414                              0.0
               0.03448558213372442             0.059107317230173054               1947.5493309475105                149227869.6911664           1.8185193800549157e+19               1.4361270447135508               2.0002152205278287                2393.930108553838                              0.0               0.6855003577738891               0.3361213919082863              0.33620494282262486                              0.0
               0.03597643739680978              0.06671753127628133                1930.744082921836                148547991.8090799           1.7939690205398747e+19                1.436127044685326               2.0002152205278287                2523.747180334311                              0.0               0.6855003578551889               0.3363202366668356              0.33643220590728545                              0.0
              0.037365966027090684               0.0743277453223896               1912.0772610241586               147787903.54132062           1.7668215955597154e+19               1.4361270446546006               2.0002152205278287                2635.704748025593                              0.0               0.6855003579436771               0.3365440329205224              0.33665259388257124           1.8675676920019462e-13
               0.03929618172620088              0.08574306639155117               1889.5868544136465                146868577.3261346           1.7343340122575544e+19               1.4361270446184602               2.0002152205278287               2775.9751667464748                              0.0               0.6855003580477449              0.33681526076279006              0.33697266898119077                              0.0
               0.04118560958090324              0.09788579298468018               1863.1557218414132               145778329.95383614           1.6963962843180384e+19               1.4361270445774326                2.000215220527829                  2896.3716111306                              0.0               0.6855003581658594               0.3371399675135069              0.33730257838089767                              0.0
               0.04240274154042805              0.10622341255475423               1841.2828093782516               144867274.35266253            1.665192347627405e+19               1.4361270445447656                2.000215220527829               2965.4269625758384                              0.0               0.6855003582598834              0.33741412175631164              0.33752337540166377                              0.0
              0.043564382966523665              0.11456103212482827               1823.9673079698152               144143195.59261012           1.6406536788587106e+19                1.436127044519673               2.0002152205278287               3025.2625018218228                              0.0               0.6855003583320964               0.3376325003454912               0.3377398690038787                              0.0
               0.04467720005005693              0.12289865169490397               1807.1199740493848               143434982.87248892           1.6169007512757279e+19                 1.43612704449597               2.0002152205278287                3077.268355234702                              0.0               0.6855003584003018               0.3378471117346187               0.3379529529337072                              0.0
               0.04549740114995496              0.12926452570856106                1792.650198692156               142823140.86784613           1.5965884893324306e+19               1.4361270444762073               2.0002152205278287               3112.4474341678433                              0.0               0.6855003584571617               0.3380336553347307              0.33811320569657033                              0.0
              0.047070214108774565              0.14199627373587526                 1774.14582412462                142039953.5191736            1.570786884733149e+19                1.436127044451599               2.0002152205278287               3172.7167959011526                              0.0                0.685500358527956              0.33827212464959455               0.3384291412447648                              0.0
               0.04782613719369722              0.14836214774953238               1756.3477758483782               141277533.33284557           1.5460465271998614e+19               1.4361270444289633               2.0002152205278287               3198.6543024642842                              0.0               0.6855003585930647               0.3385075616217151              0.33858495652494386                              0.0
              0.048926084855460225                0.157910958770018               1741.7064903342402               140650028.26269957           1.5258352218563342e+19                1.436127044410867               2.0002152205278287                3233.061784517648                              0.0               0.6855003586451127              0.33870090474107456              0.33881576161156296                              0.0
               0.04998892756531785              0.16745976979050367               1724.5566529076877                139910110.4815655           1.5022649749200998e+19               1.4361270443904597               2.0002152205278283               3262.8590940303257                              0.0               0.6855003587037993               0.3389305059750026               0.3390440545135721                              0.0
               0.05101821614642309               0.1770085808109893               1707.7772722641303               139182189.05224013           1.4793283807850115e+19               1.4361270443712861               2.0002152205278287               3288.7600766431674                              0.0               0.6855003587589329               0.3391574932638932               0.3392698357341681                              0.0
               0.05201699933065033                0.186557391831475               1691.3418893489077               138465313.08990815           1.4569820120209904e+19               1.4361270443532803                2.000215220527829               3311.3605237168968                              0.0                0.685500358810704              0.33938207105225604              0.33949298164641917                              0.0
              0.053569662073762465               0.2019520795972562               1670.2544328102426               137542334.84467822           1.4285162329323192e+19               1.4361270443312122               2.0002152205278287                3342.025505388588                              0.0               0.6855003588741484               0.3396716561923829                 0.33984930275591                              0.0
                0.0543217161677978              0.20964942348014678               1651.3897803801974               136705935.89778617           1.4031550637343826e+19               1.4361270443128216               2.0002152205278287                3355.189956896328                              0.0                0.685500358927013              0.33993805056324383              0.34002596943461805                              0.0
              0.055058979974049675              0.21734676736303737               1638.9599113940858                136153861.5131675            1.386555179692522e+19               1.4361270443012077               2.0002152205278287                3367.120853340076                              0.0               0.6855003589603956                0.340113789583901              0.34020118464045757                              0.0
               0.05578235294273703                0.225044111245928                1626.699252556933               135607018.51571298           1.3702492393284751e+19               1.4361270442902212                2.000215220527829                3377.965897011467                              0.0               0.6855003589919731               0.3402884828412148              0.34037499852675385                              0.0
               0.05729469766521053               0.2415965504409183               1607.5876682948367                134753444.4801761           1.3450073057647165e+19               1.4361270442738763               2.0002152205278287               3398.1497844797705                              0.0               0.6855003590389487              0.34056089295929404              0.34074658069487673                              0.0
               0.05808135911670775              0.25045164575301965               1588.2013323000856               133875374.67333643           1.3194961608494539e+19               1.4361270442588359                2.000215220527829               3407.5183358127506                              0.0               0.6855003590821707              0.34084584844879723               0.3409442945058691                              0.0
               0.05885368175003634                0.259306741065121                  1574.8424696329                133268906.7571822           1.3020405734098903e+19               1.4361270442491023               2.0002152205278287               3416.0477663293927                              0.0               0.6855003591101401              0.34104265127442634               0.3411406177424279                              0.0
              0.059612520818742694              0.26816183637722235               1561.6617814158262               132667729.67780115           1.2848979643241513e+19               1.4361270442401046                2.000215220527829                3423.848641104635                              0.0               0.6855003591359955                0.341238496830747               0.3413360036330434                              0.0
              0.060455315131959904              0.27817468311853283               1547.7961856731476                132032598.2658627           1.2669545129862838e+19               1.4361270442312755                2.000215220527829                3431.909742681465                              0.0               0.6855003591613641               0.3414461677692147                0.341555990478353                              0.0
               0.06128289534450237              0.28818752985984325               1533.2933516039338               131364567.37789063           1.2482777488590133e+19               1.4361270442227505                2.000215220527829               3439.2788883082803                              0.0               0.6855003591858588              0.34166572973228015                0.341774945323613                              0.0
              0.062289955540766294               0.3006106810547922                 1517.25609867035               130622559.58010976           1.2277473258130921e+19               1.4361270442140255               2.0002152205278287               3447.6058482879494                              0.0               0.6855003592109267              0.34191035920943275                0.342045371407747                              0.0
               0.06327664265479788               0.3130338322497396               1499.8002346196615               129809139.66042441           1.2055281208444815e+19               1.4361270442053098               2.0002152205278287                3451.710014174939                              0.0               0.6855003592359683              0.34218029790840937               0.3423143675856555                              0.0
               0.06472166993723169               0.3316685590421614               1478.2855885648296               128802072.40338379            1.178368495827394e+19               1.4361270441971519               2.0002152205278287               3449.7395621651995                              0.0               0.6855003592594058                0.342515332388553               0.5682148736247196                              0.0
               0.06530186324886461               0.3392373332611667                1449.253380812626               127416366.24191502           1.1561865728919861e+19               1.4173509257386454                2.000215220528029               3447.6656464664325                              0.0               0.7402217247900483              0.34350483483312133               0.5642388814412412                              0.0
               0.06587625012759418              0.34680610748017193               1438.2480768876762               126628072.78902338           1.1435394622249863e+19               1.4121782857644707               2.0002152205281876                3446.092409166223                              0.0               0.7555594001179402               0.3440382745980615               0.5605252660689206                              0.0
                 0.066213457487442              0.35126909390044087               1424.7147418561387                126010693.6005896           1.1336166478757253e+19               1.4033279161872665                2.000215220528705               3445.3948553896107                              0.0               0.7820647607827832              0.34447751573296503               0.5584256577575579                              0.0
               0.06654961220761568               0.3557320803207114                1414.715628784139               125556574.48899083           1.1263112333854824e+19               1.3967880828242687               2.0002152205278185                3444.729543907432                              0.0                0.801865541380317               0.3447998222755029               0.5564105830844439           2.7328711548439996e-22
               0.06721725521501412               0.3646580531612491                1403.294539337979                124881084.2907595           1.1154364112987435e+19                1.390522685574412               2.0002152205278163                3443.508683339069                              0.0               0.8210092501856343              0.34526131468589866               0.3455472708955955                              0.0
               0.06787584794705905              0.37358402600178847                1394.784556195048               123994857.75334613           1.1011546196355498e+19               1.3888664306859981               2.0002152205284442                3442.641172178015                              0.0               0.8260983428550195               0.3458330926515449              0.34592770482267654                              0.0
                0.0689198120359816               0.3879387933284577               1380.0531963428934               123277033.76760805           1.0828036746062242e+19                1.388866430680771               2.0002152205284442               3440.9346929502303                              0.0               0.8260983428710988              0.34607975704099664              0.34623174780349564                              0.0
               0.06994615561865795              0.40229356065512517               1362.2039264009763               122399719.83281094           1.0606957766508714e+19               1.3888664306769252               2.0002152205284442               3438.9278834129573                              0.0               0.8260983428829288              0.34638366827980754               0.3465352164938337                              0.0
               0.07095607988332772               0.4166483279817944               1344.6289127078041               121529786.87327084            1.039086100425563e+19               1.3888664306746636               2.0002152205284447                3436.692834964924                              0.0               0.8260983428898852              0.34668669023422033               0.3468385597804242                              0.0
               0.07145521358827167               0.4238257116451281               1331.6709408895547               120882516.51332338            1.023235963116345e+19               1.3888664306740155               2.0002152205284442               3435.5085407382117                              0.0               0.8260983428918778               0.3469142374859771               0.4981288373987909                              0.0
