#           age (years)                      mass (M_sun)                    rho_c (g/cm^3)                      T_c (K)                         T_eff (K)                        L (L_sun)                       X(H1) center                      mu approx            
                28297981351.444542               0.5630992270331967               3082292.9068521275               346657.60195059725                2395.364179882863             4.75870696595788e-06            6.920528317220294e-26               1.3333333333333333
                28297981209.502365               0.5630992270331967               3082292.9068388836                346657.6113344888               2395.3642129243854            4.758707228452962e-06            6.920528354438681e-26               1.3333333333333333
                 28297980263.22121               0.5630992270331967               3082292.9067533184               346657.67391035263               2395.3644323836165            4.758708971920922e-06            6.920528602560921e-26               1.3333333333333333
                28297978686.085957               0.5630992270331967                3082292.906610554                346657.7781972759                2395.364798157235            4.758711877767532e-06            6.920529016093089e-26               1.3333333333333333
                 28297973428.96843               0.5630992270331967                3082292.906133736               346658.12581884896                2395.366017448352             4.75872156429783e-06            6.920530395457872e-26               1.3333333333333333
                28297938381.518253               0.5630992270331967                3082292.902956215               346660.44330068165                2395.374147729695            4.758786154910921e-06            6.920539556345382e-26               1.3333333333333333
                  28297879969.1013               0.5630992270331967               3082292.8976598782                346664.3058323771               2395.3877170057253            4.758893956907433e-06            6.920551311734309e-26               1.3333333333333333
                28297101136.875244               0.5630992270331967               3082292.8270303416                346715.8034918253                2395.569044692144            4.760334738626262e-06            6.920769698711871e-26               1.3333333333333333
                 28294505029.45506               0.5630992270331967                3082292.584589469               346887.49453502503               2396.1903629621142            4.765274840807248e-06            6.921433193614247e-26               1.3333333333333333
                28277197646.653816               0.5630992270331967                3082290.920713814                348031.7343770208                 2399.50471396997            4.792095453448769e-06            6.925945432383172e-26               1.3333333333333333
                 28248352008.65174               0.5630992270331967                 3082288.25727232               349949.25912997697                2405.776133994769            4.842384860244459e-06            6.932269899785232e-26               1.3333333333333333
                 28126692770.88416               0.5630992270331967               3082276.8520075446               358070.13360689324               2431.6824553405327            5.054825683308218e-06            6.952623476378975e-26               1.3333333333333333
                28004758651.143364               0.5630992270331967               3082264.9173289537                366431.9609788764                2458.076672506884           5.2784311138045736e-06            6.960024327197891e-26               1.3333333333333333
                 27881782457.07542               0.5630992270331967                 3082252.15956674               375097.90450823895               2485.0345862249096            5.514458925543127e-06            6.962751628375835e-26               1.3333333333333333
                27756192792.063934               0.5630992270331967                 3082238.47351024               384196.40705328906               2512.9150032240946           5.7666546482670695e-06            6.963775764934541e-26               1.3333333333333333
                27624683940.003067               0.5630992270331967                3082223.499985631                394000.1247294744               2542.6927972239127            6.045311275287087e-06              6.9641680653066e-26               1.3333333333333333
                27480051566.950855               0.5630992270331967               3082206.3907795902               405116.27287247893                2576.398748987367            6.371982861382403e-06            6.964324790054548e-26               1.3333333333333333
                 27304918881.78809               0.5630992270331967                3082184.207685574                419028.1884069386               2618.0180955086603            6.793574553434355e-06            6.964395284632183e-26               1.3333333333333333
                27158974977.485786               0.5630992270331967               3082163.9223847203                430986.9435070874               2652.4331026531186            7.159394102151833e-06             6.96442306979142e-26               1.3333333333333333
                27037355057.233868               0.5630992270331967                3082146.328091138               438172.52377411694                2681.450472792796            7.479781634076834e-06            6.964443164085541e-26               1.3333333333333333
                 26910636520.84325               0.5630992270331967                3082127.027978607                449240.6773110227                2712.410742998201            7.832080575341144e-06             6.96446591911169e-26               1.3333333333333333
                26772607505.026226               0.5630992270331967               3082105.1495219534                461666.5351928798               2747.0472853231026            8.239862487870176e-06            6.964493110881783e-26               1.3333333333333333
                 26607958014.85576               0.5630992270331967                3082076.999825035                476981.9929938278                2788.403361509976            8.748703648025546e-06            6.964527204022007e-26               1.3333333333333333
                 26470750106.38037               0.5630992270331967               3082051.7737516463               490239.81301705947                2823.116878005251            9.194408095429632e-06            6.964559515617081e-26               1.3333333333333333
                 26356410182.65088               0.5630992270331967               3082030.0644052266                501652.2515355975               2853.1795316163966            9.592578732911997e-06             6.96457692905328e-26               1.3333333333333333
                 26241302292.55236               0.5630992270331967               3082007.3409906765                513468.2246783231               2884.0318116639573            1.001402310496104e-05            6.964473222647065e-26               1.3333333333333333
                26124105512.504528               0.5630992270331967                3081982.560025879                525843.7802959003               2915.1577355659983           1.0454795122768349e-05            6.963067468512467e-26               1.3333333333333333
                26002073902.754566               0.5630992270331967                3081955.276969579                539106.6902750754               2947.7838396331904           1.0932833435872477e-05            6.957055100306117e-26               1.3333333333333333
                 25869244950.58909               0.5630992270331967               3081924.4494412662                553990.9087394472               2984.1655460617603           1.1483627211384274e-05            6.948734068986078e-26               1.3333333333333333
                25710902883.602413               0.5630992270331967               3081885.5405470817                572337.2942837987                3028.185259119769           1.2177671540001226e-05            6.941101049480155e-26               1.3333333333333333
                25578951161.113518               0.5630992270331967               3081850.8567858986                 588230.490933662                3065.207196051964           1.2786035576422014e-05            6.924021734199676e-26               1.3333333333333333
                25468991392.372776               0.5630992270331967               3081820.4928974053                601916.2174726094               3096.5989537009973            1.331925529734673e-05             6.83118762187926e-26               1.3333333333333333
                 25358331724.00758               0.5630992270331967               3081788.4788355352                 616082.284560087                3128.690162408662            1.388156806368073e-05            6.555051628591485e-26               1.3333333333333333
                25245725410.458263               0.5630992270331967                3081754.347416343                630913.9368260113               3160.8850810082167           1.4463669169664105e-05            5.851305373796402e-26               1.3333333333333333
                 25128576271.53059               0.5630992270331967               3081717.0778211895                646796.0025234743               3195.0169058812867           1.5100923373864994e-05            4.430196296584727e-26               1.3333333333333333
                25001233633.884796               0.5630992270331967                3081674.782773917                664600.4617115284                3232.731143295278            1.582823218781512e-05            2.424608455787414e-26               1.3333333333333333
                24849815857.425785               0.5630992270331967                3081621.573864214                686498.2225625932                3278.006953643227           1.6736192731150707e-05            6.986730178445785e-27               1.3333333333333333
                24723634377.043278               0.5630992270331967                3081574.437589604                705462.4540814785               3316.2009866240833           1.7532644659915237e-05           1.9429739849349967e-27               1.3333333333333333
                24618483143.391186               0.5630992270331967               3081533.1375409854                721790.2498299074                3348.673751422802           1.8232138178693684e-05            6.680007640629431e-28               1.3333333333333333
                 24513159919.34292               0.5630992270331967                 3081489.94708947                738614.2682387542               3381.6352703476205            1.896337762158787e-05           2.3075220056772923e-28               1.3333333333333333
                24406969122.864185               0.5630992270331967               3081444.4963689493                756065.4905639505                3414.676494388696           1.9718267461059512e-05              8.0665054711226e-29               1.3333333333333333
                24298548324.208744               0.5630992270331967                3081396.051783863                774395.0521077091                3448.453255290942            2.051310988389684e-05           2.8421379514447525e-29               1.3333333333333333
                24185130711.781116               0.5630992270331967                3081343.105674727                794126.5554740065                3483.126589549869           2.1354004374223046e-05            9.899234075778526e-30               1.3333333333333333
                  24060837644.3923               0.5630992270331967               3081282.3666880364                816393.7221068551               3521.0931219041177            2.230440647544473e-05            3.226463011769568e-30               1.3333333333333333
                23912600870.479748               0.5630992270331967               3081206.1666476936                843771.6799128557                 3564.94321412264           2.3441818054614667e-05            8.041861812709087e-31               1.3333333333333333
                23789070225.552628               0.5630992270331967                3081139.459461987                866955.4135395751               3600.8915054633867           2.4406742104284948e-05           2.7895819488571817e-31               1.3333333333333333
                23686128021.446686               0.5630992270331967                3081083.056280358                882324.1421366496                3631.003992017005            2.523794937736646e-05           1.3190338695047656e-31               1.3333333333333333
                 23582844386.07978               0.5630992270331967                3081022.632434692                903020.4108876359               3660.2290740621925           2.6065134495071864e-05            5.550525189713349e-32               1.3333333333333333
                23478978573.564796               0.5630992270331967               3080959.6701932484                924310.2674265152               3688.6779244403824           2.6890195936828518e-05           2.3659279125833326e-32               1.3333333333333333
                23374118000.036194               0.5630992270331967                3080893.876148699                946281.7466519367               3717.1129875006627            2.773459737511824e-05           1.0051745811920153e-32               1.3333333333333333
                23267502466.406036               0.5630992270331967                3080824.655480111                969110.1229364387               3745.2866400663775            2.859116806191322e-05            4.068619512787515e-33               1.3333333333333333
                23157670171.988487               0.5630992270331967               3080750.8970052027                993132.0225863582               3773.2688349093114            2.946201798255596e-05           1.3344884292530331e-33               1.3333333333333333
                 23041652517.77123               0.5630992270331967                3080670.312828971               1019048.2954040032                3802.073042599557            3.037963882284059e-05             5.75990900725209e-51               1.3333333333333333
                22913107926.391376               0.5630992270331967               3080577.8306959183                1048395.517786903               3833.3576859330033            3.140101589009662e-05            8.971464133546577e-51               1.3333333333333333
                22758056378.217487               0.5630992270331967                3080461.832999962               1084602.1288986695                3870.841847842765            3.265913985915097e-05           1.5016269050060785e-50               1.3333333333333333
                22628846754.739246               0.5630992270331967               3080361.5548947523               1114902.7305508044                3901.322621097635            3.371066890126698e-05            2.255891835286861e-50               1.3333333333333333
                 22521172068.50738               0.5630992270331967                3080277.895038298                1134721.634854056               3926.6313672762094           3.4603432235766724e-05           2.9123182699665364e-50               1.3333333333333333
                 22412713950.17249               0.5630992270331967                3080188.286864958               1161624.7395603836                3951.920752381381            3.551329682471113e-05            4.066822809588663e-50               1.3333333333333333
                22303398038.082947               0.5630992270331967               3080095.3968863594               1189218.1453934517                3975.564585047246            3.638142651500045e-05            5.646865312299003e-50               1.3333333333333333
                22193177103.547237               0.5630992270331967                3079999.241346533               1217495.5918126125               3998.5148993617804            3.724010601462871e-05            7.795424126628908e-50               1.3333333333333333
                22082003703.332653               0.5630992270331967                3079899.755823525                1246469.685987924               4021.1616503555324           3.8102915555285586e-05           1.0700113409754387e-49               1.3333333333333333
                21969807618.213905               0.5630992270331967                3079796.816145546               1276168.2179049905                4043.919553635311           3.8985413390715045e-05           1.4606556483291914e-49               1.3333333333333333
                 21856488369.16931               0.5630992270331967               3079690.2301507145                1306631.389129682               4066.8377489956106            3.988997116363317e-05           1.9835701252548614e-49               1.3333333333333333
                21741943197.030853               0.5630992270331967                3079579.798395931               1337890.0816381993                4088.264363670279            4.075157798126447e-05            2.680123947078235e-49               1.3333333333333333
                 21626070724.39506               0.5630992270331967                3079465.473595427                 1369954.75941044                4109.171953779515            4.160679101912151e-05           3.6028220344473174e-49               1.3333333333333333
                 21508734935.52921               0.5630992270331967               3079347.0766454083               1402863.6516630924               4129.4240560576345            4.244924594695947e-05            4.819369490414596e-49               1.3333333333333333
                 21389705109.24435               0.5630992270331967               3079224.3330055643               1436686.8377419035                4149.421269769905           4.3294569634364013e-05             6.41763835337043e-49               1.3333333333333333
                21268589427.221497               0.5630992270331967                3079096.731684112               1471556.0182148449                4172.179439035679            4.426978538834487e-05            8.514427994184385e-49               1.3333333333333333
                  21145088718.5531               0.5630992270331967               3078963.5701915585               1507551.8546701309                4195.323309016646             4.52790610619549e-05           1.1257829889892719e-48               1.3333333333333333
                21019127596.099586               0.5630992270331967                 3078825.22963533                1544466.086869278                4218.741805383042            4.631838648679849e-05           1.4806604174926772e-48               1.3333333333333333
                 20890721574.13998               0.5630992270331967                3078681.700493217               1582260.6880083298                 4242.32359554763           4.7383662225068446e-05           1.9363614252534644e-48               1.3333333333333333
                20759976641.708385               0.5630992270331967                3078533.092417576               1620879.6518680588               4265.9770736280425            4.847130268177644e-05           2.5168367698030482e-48               1.3333333333333333
                20627127508.215424               0.5630992270331967                3078379.543795554               1660273.0364450084                4289.859798079056            4.958898597444846e-05            3.250294195547345e-48               1.3333333333333333
                20492551113.112614               0.5630992270331967                3078221.443308163               1700331.6877191453                4313.754510183896           5.0727267114076664e-05            4.167974766374873e-48               1.3333333333333333
                 20356611833.07511               0.5630992270331967                3078059.038877771               1741032.1270671808                4337.716764289548            5.188900525079349e-05            5.307239488979225e-48               1.3333333333333333
                20219520455.662663               0.5630992270331967                3077892.067921534               1782490.2022170464                4361.706655344173           5.3072818163386225e-05            6.715936050054249e-48               1.3333333333333333
                20081354430.480022               0.5630992270331967               3077720.1189274504               1824848.4554904087                 4385.64060295176           5.4275137371044395e-05            8.452876155547678e-48               1.3333333333333333
                  19942138862.9037               0.5630992270331967               3077542.9294424206               1868181.0003056421                4409.700797790817            5.550535748412921e-05           1.0585775881133752e-47               1.3333333333333333
                19801822284.382713               0.5630992270331967                3077360.274499483               1912546.2369102228               4433.7830611660775           5.6758854567179005e-05           1.3193671481868319e-47               1.3333333333333333
                19660317701.479637               0.5630992270331967                3077171.722842866               1958043.7269150226                 4458.10793442891            5.804762485416211e-05           1.6372176645302557e-47               1.3333333333333333
                 19517541977.41817               0.5630992270331967               3076977.1515751192               2004671.4162856003                 4482.94011091364            5.938656492923908e-05           2.0225288903344264e-47               1.3333333333333333
                19373413717.806828               0.5630992270331967               3076776.2161016283               2052482.8747367423                4508.253025410749            6.077605640637309e-05           2.1747820542543927e-47               1.3333333333333333
                 19227882567.55723               0.5630992270331967                3076568.759542619                 2101468.42923181                4534.153747618663             6.22236975039062e-05           3.0460922311766224e-47               1.3333333333333333
                 19080984622.51638               0.5630992270331967               3076354.6432221546                2151623.674921045                4560.701547244721            6.373497720517619e-05           3.7128605936256403e-47               1.3333333333333333
                18932805606.924934               0.5630992270331967                3076134.007217009               2202870.5519708614                 4587.78917143397             6.53061624285872e-05                              0.0               1.3333333333333333
                18783491099.405247               0.5630992270331967                3075906.655921721                2255249.002442219                4615.497859212385             6.69441346080456e-05            5.436468533187848e-47               1.3333333333333333
                  18633274439.8111               0.5630992270331967               3075672.9115235102               2308649.3306019926                4643.975637981716            6.866002170297165e-05            6.529297599837889e-47               1.3333333333333333
                18482358207.910793               0.5630992270331967               3075432.6713847225                 2363110.46348768               4673.0625695616645            7.044747516152789e-05            7.803263084643917e-47               1.3333333333333333
                 18330901315.75515               0.5630992270331967               3075185.7190347505               2418693.4983766987                 4702.45097904745            7.229065873982166e-05            9.282206101800263e-47               1.3333333333333333
                 18179035360.44538               0.5630992270331967                3074931.901270695                2475453.528236373                4732.564745215372            7.421777869014624e-05           1.0992006810606954e-46               1.3333333333333333
                 18026878233.86816               0.5630992270331967               3074671.0459129824               2533426.4186283275                4763.347150439944            7.622889839948269e-05           1.2960059928437665e-46               1.3333333333333333
                 17874430063.84848               0.5630992270331967                3074402.822102557               2592690.8680472383                4795.113484923936            7.834772087267347e-05           1.5217385341035392e-46               1.3333333333333333
                17721512027.746918               0.5630992270331967               3074126.2752580205               2653479.9344879715                4828.280313993759            8.060832225315043e-05            1.780455661679415e-46               1.3333333333333333
                17567791410.441147               0.5630992270331967                3073840.351906073               2715982.7393418113                4861.989371952003            8.295875991010239e-05           2.0765678383572954e-46               1.3333333333333333
                 17412909006.48981               0.5630992270331967               3073544.0677129864               2780370.2211228064                4896.380869960629            8.541149323839858e-05                              0.0               1.3333333333333333
                17256739342.031807               0.5630992270331967                3073237.184612212                2846522.958031473                4931.418352602916             8.79700947641506e-05           2.7991395272152583e-46               1.3333333333333333
                17099366245.715136               0.5630992270331967                3072920.020260703               2914168.4885683944                4968.426259131548             9.07348819916567e-05                              0.0               1.3333333333333333
                16940774181.228075               0.5630992270331967               3072592.0157619603               2983339.1232528337                 5007.87481496643            9.375295137129272e-05            3.716483413170512e-46               1.3333333333333333
                16780246556.415827               0.5630992270331967               3072250.5829513776               3054564.7832892463                5053.001529845233            9.728786573599368e-05            4.261730347988592e-46               1.3333333333333333
                16615149298.534845               0.5630992270331967               3071887.6079641683                3129575.376445315                5105.504456968711           0.00010151353772280753            4.887273376693673e-46               1.3333333333333333
                16438428807.785206               0.5630992270331967               3071482.9251972907               3212565.8969903095                5166.956409500706           0.00010662668172253837           5.6414209805135154e-46               1.3333333333333333
                16231057212.278437               0.5630992270331967               3070982.9747184464               3314406.5274632433                5250.460697319222           0.00011385338580765595            6.656420620816763e-46               1.3333333333333333
                 16058247549.35613               0.5630992270331967               3070537.9534500055               3404591.8040659064                5313.659010075104           0.00011967275309533014             7.63745175067887e-46               1.3333333333333333
                15914239496.920876               0.5630992270331967                3070147.341615311               3483830.4914201335                5373.482926983927           0.00012539128531539472             8.56246873611479e-46               1.3333333333333333
                15736649069.151655               0.5630992270331967                3069638.657824301               3586982.2392524015                 5459.59949676722           0.00013394168642790358               9.853479580631e-46               1.3333333333333333
                 15588657046.01064               0.5630992270331967                3069184.523269137               3678992.0797398505                 5535.95811936223           0.00014206004935957882           1.1085851210711301e-45               1.3333333333333333
                15465330360.059792               0.5630992270331967               3068781.2059199256                3761265.120449585                5610.744068978944           0.00015007373588802196           1.2250107841782261e-45               1.3333333333333333
                15340771773.636156               0.5630992270331967               3068349.1000028695                3849330.868900226                5690.535387972786           0.00015896265262378811                              0.0               1.3333333333333333
                15209734092.434654               0.5630992270331967                3067865.947598756                3947082.855693892                5778.996348923805           0.00016925384343499444            1.508557434412862e-45               1.3333333333333333
                15058799347.848017               0.5630992270331967               3067268.9844684494               4066598.5027382444                5886.281943051815           0.00018239914278464785                              0.0               1.3333333333333333
                14933020394.025818               0.5630992270331967                3066729.549230211               4174025.3866927684                5981.216630184277            0.0001946671509593713            1.890162289635295e-45               1.3333333333333333
                14828204599.173988               0.5630992270331967                3066245.452275534                 4270312.65521642                6065.646280441737           0.00020609115411182935           2.0624380297291456e-45               1.3333333333333333
                14720417416.449728               0.5630992270331967               3065702.2181429965                4372808.814590612                6158.841056599587           0.00021928073865081868                              0.0               1.3333333333333333
                14598359189.864094               0.5630992270331967                3065009.311708331                4498365.363733318                 6274.85243272148            0.0002365811063957512             2.49204437398629e-45               1.3333333333333333
                14496644001.042734               0.5630992270331967                3064383.643546879                 4615314.31596723                6383.161362932911            0.0002536481972397791                              0.0               1.3333333333333333
                14411881343.691599               0.5630992270331967                 3063823.83720715                4722590.398301995                6483.324977854421           0.00027024760852051755            2.938381072522557e-45               1.3333333333333333
                 14317704766.51591               0.5630992270331967               3063158.1008213996                  4853921.2635779                 6605.24745949067           0.00029155079703903315            3.208249705367343e-45               1.3333333333333333
                14239224285.536167               0.5630992270331967                3062562.206002209                4974545.533642799                  6716.8843215569           0.00031215207416134314                              0.0               1.3333333333333333
                14173823884.719717               0.5630992270331967               3062039.1408150345                5087171.317767673                6816.836152117041           0.00033151726455464135            3.698619988202264e-45               1.3333333333333333
                14104896918.433308               0.5630992270331967                 3061482.53925422                5216339.405354339                6928.285011637336            0.0003541699146878157            3.974128579878065e-45               1.3333333333333333
                 14024918650.52498               0.5630992270331967               3060792.6970660365                5376667.767700126               7065.5773982627825           0.00038366938971050134           4.3184002346606434e-45               1.3333333333333333
                 13958270093.93471               0.5630992270331967               3060173.3544439655                 5520828.19119025                7188.241592132312           0.00041157113075809305                              0.0               1.3333333333333333
                13902729630.109484               0.5630992270331967               3059622.6335923597                5649182.263849714                7296.953168431392            0.0004375632054466384           4.9050167232438766e-45               1.3333333333333333
                13844136886.723755               0.5630992270331967               3059006.5299129384                5792954.570920232                7418.266678567006           0.00046801963232102005                              0.0               1.3333333333333333
                13776065317.752678               0.5630992270331967                3058242.398286841                5971524.241991763                7568.545643204652            0.0005079499687956308            5.592516008185335e-45               1.3333333333333333
                13719339010.276781               0.5630992270331967                3057556.749504079               6131975.7788056275                7703.156090062831            0.0005458662388465116            5.929127542069994e-45               1.3333333333333333
                  13672067087.3802               0.5630992270331967                3056947.470364178                6274729.012955865                7822.728533385793            0.0005813155402002591            6.224298343718695e-45               1.3333333333333333
                13622187716.124098               0.5630992270331967                3056266.167490436                6434547.131658249                7956.460612714968            0.0006230054967026702                              0.0               1.3333333333333333
                13564264487.056501               0.5630992270331967                3055422.170139558                6632804.226092724                8122.239500613205            0.0006777938967383229             6.94322972131089e-45               1.3333333333333333
                13515995129.500168               0.5630992270331967               3054665.5831436305                6810788.349994368                8270.938063576674            0.0007299833330127008                              0.0               1.3333333333333333
                13475770664.869892               0.5630992270331967               3053993.7172748684                6969054.448153347                8403.020140906136            0.0007788522401860351            7.585236196228354e-45               1.3333333333333333
                13433408338.721958               0.5630992270331967               3053244.1723814006                7145861.535100738                8550.315757899503            0.0008362398655780227            7.908472288700604e-45               1.3333333333333333
                13384385564.036404               0.5630992270331967               3052319.1398796313                7364422.693805642                8731.761123282333            0.0009112886762111896            8.293643446770888e-45               1.3333333333333333
                13343533251.798443               0.5630992270331967               3051489.9044776275               7560700.0779718375                8893.927829786773            0.0009826040606205095                              0.0               1.3333333333333333
                13309489658.266808               0.5630992270331967               3050753.1233865055                7735385.023620317                9037.465263100656            0.0010492022031164882            8.909882550761456e-45               1.3333333333333333
                13273760680.464031               0.5630992270331967               3049933.3018562957                7930089.040241178                 9196.31591072911            0.0011268562755769442            9.214164932090669e-45               1.3333333333333333
                13232616116.017897               0.5630992270331967               3048925.3144007158                8169954.930529846                 9389.98731573745            0.0012273736917659268            9.570994477284732e-45               1.3333333333333333
                 13198328978.97945               0.5630992270331967               3048020.1362118167                8385803.100657464                9562.400445252282            0.0013224832686993353             9.87521814641038e-45               1.3333333333333333
                13169756364.780746               0.5630992270331967               3047214.3164230534                8578318.410283461                9714.642979516071            0.0014110488393652197           1.0133305156261084e-44               1.3333333333333333
                13139858252.858631               0.5630992270331967                3046318.650231493                8792691.976670636                9882.233851349649            0.0015137023037084998           1.0406360650252917e-44               1.3333333333333333
                13105549142.618158               0.5630992270331967               3045219.0491548926                 9056416.15063064               10085.299653725428            0.0016456211352945103                              0.0               1.3333333333333333
                13076958217.417763               0.5630992270331967               3044229.2637242284                9294293.356647126               10265.765216306982            0.0017700755111802573           1.0988771878788882e-44               1.3333333333333333
                13053132446.417437               0.5630992270331967                3043346.267881747                9506881.229271498                10424.86783565339             0.001885658186236919            1.121278146057186e-44               1.3333333333333333
                13028231426.287127               0.5630992270331967                3042364.289282782                  9743697.1014547               10599.531220182282             0.002019108546357473           1.1447274321167013e-44               1.3333333333333333
                12999683111.607182               0.5630992270331967               3041157.8106682375               10035182.665637132               10810.625372197483             0.002189924538415793           1.1715219366989611e-44               1.3333333333333333
                12975892849.373894               0.5630992270331967               3040070.0151505624               10298465.898358898               10997.935397260275             0.002350581931017161           1.1938549206916774e-44               1.3333333333333333
                12956067630.846155               0.5630992270331967                3039098.433989166               10533976.856992468               11162.912107854512             0.002499442305468184           1.2124116021422446e-44               1.3333333333333333
                12935336450.103313               0.5630992270331967                 3038016.40951583               10796620.261845194               11343.944539128373             0.002671010518840091            1.231620463190332e-44               1.3333333333333333
                12911537129.671213               0.5630992270331967               3036684.2171433675               11120454.385535331               11562.771284673636             0.002890340815782104           1.2532884095165885e-44               1.3333333333333333
                 12891704362.64446               0.5630992270331967               3035482.3295010487                11413018.42106696               11756.632570404345             0.003096006682662253           1.2710627651789756e-44               1.3333333333333333
                12875177056.788834               0.5630992270331967                3034408.567655607               11674686.939935649               11927.067952644684              0.00328598031918072           1.2856099704218747e-44               1.3333333333333333
                12857863469.902365               0.5630992270331967               3033210.5441820584               11966923.731888471               12114.128920786396            0.0035047172379492893           1.3004621814541217e-44               1.3333333333333333
                12837931131.670282               0.5630992270331967               3031731.4005138683                12328092.60037851               12340.568211699543            0.0037843983611227294            1.316943943808053e-44               1.3333333333333333
                12821320849.810215               0.5630992270331967               3030397.2581183445               12654151.362613887               12540.848737346716             0.004045877412170052           1.3301657363833923e-44               1.3333333333333333
                12807478948.260157               0.5630992270331967                3029205.913433602               12945510.838316923               12716.660031099365             0.004286754486525827           1.3407551534788553e-44               1.3333333333333333
                12792942684.684189               0.5630992270331967               3027874.1487453105               13271392.108454103                12909.83951102348            0.0045641129316065674           1.3513499833907968e-44               1.3333333333333333
