#           age (years)                      mass (M_sun)                    rho_c (g/cm^3)                      T_c (K)                         T_eff (K)                        L (L_sun)                       X(H1) center                      mu approx            
                 35860914.56334261                0.972282850975365               19772187.468591228               142387784.14587173               13197.031849194196               26122.323199129605            1.150282489137194e-53               1.3333333333333333
                35860914.563207336                0.972282850975365               19772187.440059345               142387784.28055555               13464.444900063658                25689.02716082244           1.1502824887163557e-53               1.3333333333333333
                 35860914.56305471                0.972282850975365                19772187.40852402                 142387784.434982               13731.579865948132                25309.82330656857           1.1502824882162694e-53               1.3333333333333333
                 35860914.56292753                0.972282850975365                19772187.38273614               142387784.56551915               13979.146332726566               24970.428752340154           1.1502824877805957e-53               1.3333333333333333
                 35860914.56282154                0.972282850975365                19772187.36159697                142387784.6756177               14263.911604891833                24605.22475093393           1.1502824874040332e-53               1.3333333333333333
                 35860914.56273322                0.972282850975365               19772187.344333775               142387784.76869568               14557.359751785456               24267.921860968145            1.150282487076643e-53               1.3333333333333333
                35860914.562659614                0.972282850975365               19772187.330192298               142387784.84717825               14893.453053616595                23933.52436589878            1.150282486794406e-53               1.3333333333333333
                 35860914.56259828                0.972282850975365               19772187.318624422               142387784.91339555               15165.493976955753               23636.989456850613           1.1502824865508615e-53               1.3333333333333333
                 35860914.56254716                0.972282850975365                19772187.30914876               142387784.96919435                15461.21202299387               23318.899454930062            1.150282486341584e-53               1.3333333333333333
                 35860914.56250457                0.972282850975365               19772187.301398832               142387785.01624382               15758.917216517548               22985.471707018172            1.150282486161543e-53               1.3333333333333333
                 35860914.56246907                0.972282850975365                19772187.29507566               142387785.05595976               16056.950910893467               22642.344897782466            1.150282486006312e-53               1.3333333333333333
                35860914.562439494                0.972282850975365                19772187.28991082               142387785.08944988               16419.444251333658               22290.098232722437           1.1502824858729309e-53               1.3333333333333333
                 35860914.56240939                0.972282850975365               19772187.284770325               142387785.12394813               16820.991581635262               21987.484862510282           1.1502824857328485e-53               1.3333333333333333
                 35860914.56237809                0.972282850975365                19772187.27952983               142387785.16023025                17237.30172771203               21883.207693044016           1.1502824855830603e-53               1.3333333333333333
                 35860914.56233897                0.972282850975365               19772187.272876453               142387785.20519823               17793.066533569687               21319.996712839977            1.150282485399761e-53               1.3333333333333333
                 35860914.56218247                0.972282850975365                19772187.25057551               142387785.40128526               12591.285686363464               29550.176700278545           1.1502824845005473e-53               1.3333333333333333
                 35860914.56186947                0.972282850975365               19772187.172001936               142387785.66570717                12679.68808642488               29012.779146009765            1.150282484010227e-53               1.3333333333333333
                 35860914.56116318                0.972282850975365                19772186.99917581               142387786.27921805                 12541.4217608188               28934.002590218992            1.150282482731397e-53               1.3333333333333333
                  35860914.5605746                0.972282850975365               19772186.855742287               142387786.79268953               12348.502932490437               29044.583138223905           1.1502824816430604e-53               1.3333333333333333
                 35860914.56008412                0.972282850975365                19772186.73545968               142387787.21774393               12165.762888741025               29125.712277453014           1.1502824807651226e-53               1.3333333333333333
                 35860914.55967538                0.972282850975365               19772186.634696733               142387787.56997317               12135.018473278684               28893.710989938078           1.1502824800538156e-53               1.3333333333333333
                 35860914.55933477                0.972282850975365               19772186.551747154               142387787.86733192               12198.869593063691               28557.967056169604           1.1502824794217868e-53               1.3333333333333333
                 35860914.55905093                0.972282850975365               19772186.483989265               142387788.12026957               12285.386199675897               28224.783320309343             1.15028247884248e-53               1.3333333333333333
                 35860914.55881439                0.972282850975365               19772186.428602066               142387788.33510393               12401.075840619584               27897.635248535833           1.1502824783182078e-53               1.3333333333333333
                 35860914.55861728                0.972282850975365                 19772186.3832693                 142387788.517228               12539.314625548226                27558.90881948766           1.1502824778496173e-53               1.3333333333333333
                35860914.558453016                0.972282850975365               19772186.346135784               142387788.67142037               12692.449039811792               27210.510856128727           1.1502824774343271e-53               1.3333333333333333
                35860914.558316134                0.972282850975365               19772186.315719817               142387788.80190045               12860.289538891393                26858.08202413065           1.1502824770678944e-53               1.3333333333333333
                35860914.558202066                0.972282850975365               19772186.290807586               142387788.91226804                13035.47585100168               26488.244463062463           1.1502824767458088e-53               1.3333333333333333
                   35860914.558107                0.972282850975365               19772186.270394772               142387789.00554755               13246.081444615395               26100.096200789296           1.1502824764640303e-53               1.3333333333333333
                 35860914.55802779                0.972282850975365               19772186.253719117                142387789.0845403               13457.309765192716               25735.151665445173           1.1502824762163052e-53               1.3333333333333333
                 35860914.55796178                0.972282850975365                 19772186.2400951               142387789.15139183               13649.845990218959                25421.39338074142           1.1502824759993839e-53               1.3333333333333333
                 35860914.55790676                0.972282850975365                19772186.22896058                142387789.2079239               13750.412315625832               25253.653684745615           1.1502824758101886e-53               1.3333333333333333
                35860914.557851754                0.972282850975365               19772186.217797477               142387789.26434878               14213.285190927802               24605.813181379443            1.150282475622107e-53               1.3333333333333333
                 35860914.55776007                0.972282850975365               19772186.199858632                142387789.3608961               14504.484057278083               24262.146265416573           1.1502824752829544e-53               1.3333333333333333
                 35860914.55768366                0.972282850975365                19772186.18516993               142387789.44233143               14801.572981805797               23952.851296523033           1.1502824749903115e-53               1.3333333333333333
                 35860914.55761999                0.972282850975365               19772186.173149172               142387789.51102042                15096.96473026436               23645.573780661492           1.1502824747379758e-53               1.3333333333333333
                 35860914.55756693                0.972282850975365               19772186.163299877               142387789.56889257               15383.851860915733               23336.218341616546            1.150282474521227e-53               1.3333333333333333
                 35860914.55752272                0.972282850975365                19772186.15525978               142387789.61775097               15658.844397600462               23028.242023970954           1.1502824743341404e-53               1.3333333333333333
                 35860914.55748587                0.972282850975365               19772186.148678582               142387789.65891358               15927.336140867466               22751.532823475263           1.1502824741736642e-53               1.3333333333333333
                 35860914.55745517                0.972282850975365                19772186.14333312                142387789.6937368               16127.188462720605               22562.065766382955           1.1502824740345882e-53               1.3333333333333333
                 35860914.55742446                0.972282850975365               19772186.137965977               142387789.72847906               16640.303709547537                22102.15864895449           1.1502824738963358e-53               1.3333333333333333
                35860914.557373285                0.972282850975365               19772186.129263736               142387789.78729644               16906.607311911917                22128.02858714667           1.1502824736565718e-53               1.3333333333333333
                35860914.557322115                0.972282850975365               19772186.120443102                142387789.8456683               17080.152565918437               22041.484399547022            1.150282473421366e-53               1.3333333333333333
                35860914.557219766                0.972282850975365                 19772186.1053724               142387789.97207972                12598.37132782952               29199.973938222127           1.1502824728519706e-53               1.3333333333333333
                  35860914.5568786                0.972282850975365               19772186.021192066               142387790.26580143               12489.959606964889               29219.229378950484           1.1502824722610702e-53               1.3333333333333333
                35860914.556537434                0.972282850975365               19772185.936831385               142387790.55884466               12535.527553187658               28880.715216201435           1.1502824716771083e-53               1.3333333333333333
                 35860914.55596883                0.972282850975365                19772185.79875272               142387791.05673587               12217.421724807447               29237.595606091883           1.1502824706066954e-53               1.3333333333333333
                 35860914.55549499                0.972282850975365               19772185.681304134               142387791.46268538               12174.227946007959               28982.668475226044           1.1502824698064205e-53               1.3333333333333333
                 35860914.55510012                0.972282850975365                19772185.58467733               142387791.80566442               12205.159403922473               28673.803363373132           1.1502824690915014e-53               1.3333333333333333
                 35860914.55477106                0.972282850975365                19772185.50557397                142387792.0968166               12264.689406814481                 28390.5890109936           1.1502824684410833e-53               1.3333333333333333
                 35860914.55449685                0.972282850975365               19772185.440755673               142387792.34358492               12356.469176879786               28088.343506493988           1.1502824678566642e-53               1.3333333333333333
                 35860914.55426833                0.972282850975365                 19772185.3876558               142387792.55266753               12474.636256304724                27774.71561554748           1.1502824673343952e-53               1.3333333333333333
                  35860914.5540779                0.972282850975365                19772185.34412677               142387792.72961354               12619.327108616371               27434.723349337513           1.1502824668714138e-53               1.3333333333333333
                 35860914.55391921                0.972282850975365               19772185.308465824                 142387792.879375                12782.22708331242                27081.14079666853           1.1502824664619974e-53               1.3333333333333333
                 35860914.55378697                0.972282850975365               19772185.279256918               142387793.00608817                12966.51863448492               26716.584966809787            1.150282466101224e-53               1.3333333333333333
                 35860914.55367677                0.972282850975365               19772185.255329635               142387793.11323744                13157.59075517111               26353.993223587644           1.1502824657846493e-53               1.3333333333333333
                 35860914.55358494                0.972282850975365               19772185.235749565               142387793.20387986               13344.074053349896                26033.11147527296           1.1502824655069973e-53               1.3333333333333333
                35860914.553508416                0.972282850975365               19772185.219757605                142387793.2806368               13426.047976960255                25899.89858831087           1.1502824652631207e-53               1.3333333333333333
                 35860914.55343189                0.972282850975365               19772185.203738756               142387793.35729182               13863.544972363114               25225.160268476484           1.1502824650202776e-53               1.3333333333333333
                 35860914.55330434                0.972282850975365               19772185.177960545               142387793.48850977               14139.454014709365               24871.278651104614           1.1502824645801217e-53               1.3333333333333333
                35860914.553198054                0.972282850975365               19772185.156853564               142387793.59926876               14452.240983519425               24508.679862093017           1.1502824641988939e-53               1.3333333333333333
                35860914.553109474                0.972282850975365               19772185.139602337               142387793.69283715               14758.789842854252                24193.20321446284           1.1502824638681843e-53               1.3333333333333333
                 35860914.55303567                0.972282850975365               19772185.125468463               142387793.77172273               15078.553093711997               23876.976959205702            1.150282463583273e-53               1.3333333333333333
                 35860914.55297416                0.972282850975365                 19772185.1138997               142387793.83824813               15388.578600531375                23569.53990588411           1.1502824633377731e-53               1.3333333333333333
                35860914.552922904                0.972282850975365               19772185.104422744               142387793.89430088               15687.328431096214               23258.082718537764            1.150282463126894e-53               1.3333333333333333
                 35860914.55288018                0.972282850975365                19772185.09668612               142387793.94161767               15982.937487094008               22948.464300143434            1.150282462944968e-53               1.3333333333333333
                 35860914.55284459                0.972282850975365                19772185.09036598               142387793.98152462               16246.116621022356               22678.624701123117            1.150282462788468e-53               1.3333333333333333
                 35860914.55281493                0.972282850975365               19772185.085217237                 142387794.015225                16463.27186499513                22490.32534068263           1.1502824626535106e-53               1.3333333333333333
                 35860914.55278528                0.972282850975365               19772185.080085434               142387794.04898825                 16982.7223965925                22030.52675226927           1.1502824625178932e-53               1.3333333333333333
                35860914.552735835                0.972282850975365               19772185.071705434               142387794.10591283                17264.59564754462               22073.072562167712           1.1502824622852112e-53               1.3333333333333333
                 35860914.55268639                0.972282850975365               19772185.063256003               142387794.16257533               17321.791631951608                22057.10037922181           1.1502824620551987e-53               1.3333333333333333
                 35860914.55258751                0.972282850975365               19772185.048731595               142387794.28482968               12736.262427400336               29145.029444074848           1.1502824615037471e-53               1.3333333333333333
                35860914.552389756                0.972282850975365               19772185.000164334               142387794.45593947                12749.64073700513               29031.737218716666           1.1502824611524255e-53               1.3333333333333333
                 35860914.55184044                0.972282850975365               19772184.865716487               142387794.93297976                12668.44481545739               28924.652262609612           1.1502824601587438e-53               1.3333333333333333
                35860914.551201336                0.972282850975365                19772184.71012494               142387795.49110943                12406.65264094124                29196.83216489022           1.1502824589706816e-53               1.3333333333333333
                35860914.550668746                0.972282850975365               19772184.578413818               142387795.94850257                12366.50252371751                28891.55493094688           1.1502824580596083e-53               1.3333333333333333
                 35860914.55022492                0.972282850975365                 19772184.4704929                 142387796.336576               12139.417798693967               29158.527197866915           1.1502824572295742e-53               1.3333333333333333
                35860914.549855076                0.972282850975365               19772184.379134417               142387796.65461394               12134.355091466596                28923.05410669612           1.1502824565927246e-53               1.3333333333333333
                 35860914.54954686                0.972282850975365               19772184.304055393                142387796.9236071               12020.931964602707               29009.448897163198           1.1502824560214558e-53               1.3333333333333333
                 35860914.54923865                0.972282850975365               19772184.228420373                142387797.1905083               12191.961935551002                28384.39893967162           1.1502824554715945e-53               1.3333333333333333
                 35860914.54872498                0.972282850975365               19772184.106761698               142387797.65188912               12273.202778421848               28045.494112506585           1.1502824543857281e-53               1.3333333333333333
                35860914.548296906                0.972282850975365               19772184.007492475               142387798.04431945                12392.26172170791               27701.504408791214           1.1502824533994701e-53               1.3333333333333333
                 35860914.54794019                0.972282850975365                19772183.92631887                142387798.3771753               12548.529896230451               27338.091692568767            1.150282452517857e-53               1.3333333333333333
                 35860914.54764292                0.972282850975365                19772183.85984443               142387798.65895674                12764.66197784145               26869.178823921044           1.1502824517381404e-53               1.3333333333333333
                 35860914.54739519                0.972282850975365               19772183.805663414               142387798.89834028               12976.259775470202               26487.305880113956           1.1502824510415978e-53               1.3333333333333333
                 35860914.54718876                0.972282850975365               19772183.761304114                142387799.1008034                13231.63992530527               26068.778212104924           1.1502824504306589e-53               1.3333333333333333
                35860914.547016725                0.972282850975365                19772183.72506744               142387799.27226672               13467.295965284373                25696.41167040264             1.15028244989345e-53               1.3333333333333333
                 35860914.54687336                0.972282850975365                 19772183.6953915               142387799.41711164               13775.874407770276               25269.869239660457            1.150282449425708e-53               1.3333333333333333
                  35860914.5467539                0.972282850975365               19772183.671177644                142387799.5397573               14025.735510818602               24923.967735244903           1.1502824490160465e-53               1.3333333333333333
                 35860914.54665434                0.972282850975365               19772183.651374534               142387799.64337263               14300.655534395592               24571.281863719978           1.1502824486602223e-53               1.3333333333333333
                 35860914.54657138                0.972282850975365               19772183.635159284               142387799.73079905               14611.851966597458               24224.979951820795            1.150282448352639e-53               1.3333333333333333
                 35860914.54650225                0.972282850975365               19772183.621901907                142387799.8046149                  14911.139522516                 23910.5305362918           1.1502824480864763e-53               1.3333333333333333
                 35860914.54644463                0.972282850975365               19772183.611049272               142387799.86686143               15199.423344176064               23608.284351079765           1.1502824478571664e-53               1.3333333333333333
                 35860914.54639661                0.972282850975365               19772183.602169476               142387799.91935107               15486.192348888471               23299.543828320657            1.150282447659757e-53               1.3333333333333333
                 35860914.54635661                0.972282850975365               19772183.594903532               142387799.96359572               15762.360212260288               22996.240921163673           1.1502824474900906e-53               1.3333333333333333
                 35860914.54632327                0.972282850975365                19772183.58897409               142387800.00093898               16020.406761660613               22720.823503011714            1.150282447343871e-53               1.3333333333333333
                 35860914.54629549                0.972282850975365               19772183.584155668               142387800.03251824                16245.76794663527               22509.554578248888           1.1502824472172908e-53               1.3333333333333333
                  35860914.5462677                0.972282850975365               19772183.579324428               142387800.06405094               16785.974084275153               22026.583399830553           1.1502824470912105e-53               1.3333333333333333
                  35860914.5462214                0.972282850975365               19772183.571473654               142387800.11736175                 17139.4042238683               21976.174922322345           1.1502824468733192e-53               1.3333333333333333
                35860914.546163514                0.972282850975365                19772183.56155922                 142387800.183621                17443.28350776193                21748.38615907488            1.150282446604842e-53               1.3333333333333333
                 35860914.54604774                0.972282850975365               19772183.544606093               142387800.32695282               12713.132343488121               29149.666964392865           1.1502824459571485e-53               1.3333333333333333
                 35860914.54566185                0.972282850975365               19772183.449636094                142387800.6600987               12648.409434219739               29005.694552230976           1.1502824452791247e-53               1.3333333333333333
                 35860914.54534028                0.972282850975365                19772183.37113241               142387800.94011956               12491.334099038915                29237.08761609167           1.1502824446895331e-53               1.3333333333333333
                 35860914.54501871                0.972282850975365                19772183.29161131               142387801.21631408               12419.177955281084                 29168.6926301481           1.1502824441390874e-53               1.3333333333333333
                 35860914.54448275                0.972282850975365                19772183.15931824               142387801.67754874               12259.865845590753                29133.23361740981           1.1502824432123796e-53               1.3333333333333333
                 35860914.54403612                0.972282850975365               19772183.049292825               142387802.06273407               12099.422738931198                29170.69331378632           1.1502824424316856e-53               1.3333333333333333
                 35860914.54366393                0.972282850975365                19772182.95723569               142387802.38233224               12149.816738183183               28803.893247309657           1.1502824417953151e-53               1.3333333333333333
                 35860914.54335377                0.972282850975365               19772182.882088255               142387802.65455654               12212.015118415695               28475.959608100788           1.1502824412046748e-53               1.3333333333333333
                35860914.543095306                0.972282850975365               19772182.820650358                142387802.8858675               12310.739089354243                28155.31042635525           1.1502824406668293e-53               1.3333333333333333
                 35860914.54287992                0.972282850975365                19772182.77037698               142387803.08210367                12431.41355375393               27823.964115749353           1.1502824401830067e-53               1.3333333333333333
                35860914.542700425                0.972282850975365               19772182.729214728               142387803.24838716               12574.358672300556               27483.862973127656           1.1502824397516385e-53               1.3333333333333333
                 35860914.54255085                0.972282850975365                19772182.69548215               142387803.38909763               12742.979130969343                27120.97056156049           1.1502824393702403e-53               1.3333333333333333
                35860914.542426206                0.972282850975365                19772182.66787986               142387803.50826758                12915.59666792575               26762.106579095816           1.1502824390328273e-53               1.3333333333333333
                 35860914.54232234                0.972282850975365               19772182.645272378               142387803.60905886               13093.450787815305               26402.681933062893           1.1502824387364705e-53               1.3333333333333333
                 35860914.54223577                0.972282850975365                19772182.62677406               142387803.69433567               13264.975955150723                26087.97162769012            1.150282438476369e-53               1.3333333333333333
                 35860914.54216363                0.972282850975365               19772182.611637086               142387803.76644507               13351.608755266905               25937.275818638445           1.1502824382488914e-53               1.3333333333333333
                  35860914.5420915                0.972282850975365               19772182.596483495               142387803.83849216               13780.400259975111               25251.558325466187           1.1502824380220584e-53               1.3333333333333333
                 35860914.54197127                0.972282850975365               19772182.572128113               142387803.96195847               14074.917232594948                24870.08983332464           1.1502824376093211e-53               1.3333333333333333
                35860914.541871086                0.972282850975365               19772182.552234463                142387804.0663606               14348.058914677513                24535.87926045355           1.1502824372498747e-53               1.3333333333333333
                  35860914.5417876                0.972282850975365               19772182.535930745               142387804.15439388               14666.873027107187               24203.563243297856           1.1502824369397703e-53               1.3333333333333333
                 35860914.54171803                0.972282850975365               19772182.522606444               142387804.22874087                14944.37889381108                23903.11199228178           1.1502824366712587e-53               1.3333333333333333
                 35860914.54166005                0.972282850975365                19772182.51168814               142387804.29139274               15258.601771877635               23584.399827430796           1.1502824364403609e-53               1.3333333333333333
                 35860914.54161173                0.972282850975365                19772182.50276399               142387804.34425977               15531.973493538195               23284.045078478393           1.1502824362412328e-53               1.3333333333333333
                35860914.541571476                0.972282850975365                19772182.49546323               142387804.38882592               15819.168916102532               22975.915646267134           1.1502824360700627e-53               1.3333333333333333
                35860914.541537926                0.972282850975365               19772182.489489626               142387804.42638057               16100.608203193857               22697.840197970418           1.1502824359231635e-53               1.3333333333333333
                 35860914.54150997                0.972282850975365                19772182.48462345               142387804.45809555               16303.390115101398                22510.24846050324            1.150282435796446e-53               1.3333333333333333
                 35860914.54148202                0.972282850975365               19772182.479766093               142387804.48984432                16774.38590766918                22081.69634947062           1.1502824356693778e-53               1.3333333333333333
                 35860914.54143541                0.972282850975365                19772182.47187282               142387804.54351914               17023.210154240216               22143.296177122524           1.1502824354498185e-53               1.3333333333333333
                 35860914.54138882                0.972282850975365                19772182.46387911               142387804.59681714               17060.998731501695               22189.161269072058           1.1502824352341321e-53               1.3333333333333333
