#           age (years)                      mass (M_sun)                    rho_c (g/cm^3)                      T_c (K)                         T_eff (K)                        L (L_sun)                       X(H1) center                      mu approx            
                 35860914.42429438               0.9722828769402662               19772155.527157206               142387912.34974536               15968.084691489885               22355.667570500635           1.1502821598546366e-53               1.3333333333333333
                 35860914.42426248               0.9722828769402662               19772155.521657605                 142387912.386137               16245.950204451252               22165.539317502426           1.1502821597076524e-53               1.3333333333333333
                35860914.424229525               0.9722828769402662               19772155.515993427               142387912.42376682               16854.527393565302                21799.55290328061            1.150282159555333e-53               1.3333333333333333
                35860914.424147174               0.9722828769402662                19772155.50177842                142387912.5176364               17559.919454377832                21163.67696960732           1.1502821591766239e-53               1.3333333333333333
                 35860914.42398246               0.9722828769402662               19772155.478064105               142387912.72310948               12594.383640116417                29194.46601083866           1.1502821582376284e-53               1.3333333333333333
                35860914.423433386               0.9722828769402662                19772155.34180512               142387913.19287664               12451.556274982726                29081.97922171432           1.1502821573106308e-53               1.3333333333333333
                 35860914.42297584               0.9722828769402662               19772155.228830002               142387913.58650818               12219.945305254632                29436.07240946362           1.1502821565160235e-53               1.3333333333333333
                 35860914.42259454               0.9722828769402662                19772155.13286622               142387913.90769714               12189.147754995432                29146.09092658675           1.1502821559238314e-53               1.3333333333333333
                35860914.422276795               0.9722828769402662                19772155.05403261               142387914.17962813               12214.688570304283                28874.77636051815           1.1502821553865846e-53               1.3333333333333333
                   35860914.422012               0.9722828769402662               19772154.989433214               142387914.41035688               12026.193227271722               29212.433703139275           1.1502821548966954e-53               1.3333333333333333
                35860914.421747215               0.9722828783446256               19772154.923586607               142387914.63639385               11923.827803281236                 29135.3512470806           1.1502821544548274e-53               1.3333333333333333
                  35860914.4213059               0.9722828800547668                19772154.81389701               142387915.01332927               11941.014667850082               28754.644900581214           1.1502821537162683e-53               1.3333333333333333
                35860914.420938134               0.9722828800547668               19772154.724357158               142387915.33446696               12016.081236245496               28397.000595205824            1.150282153028859e-53               1.3333333333333333
                 35860914.42063167               0.9722828800547668               19772154.651317324               142387915.60801122               12118.940189068462                28044.85424949386           1.1502821523952823e-53               1.3333333333333333
                 35860914.42037628               0.9722828800547668               19772154.591683693                142387915.8406013                12243.45341601689               27700.373964865532           1.1502821518198472e-53               1.3333333333333333
                 35860914.42016345               0.9722828800547668               19772154.542882506                142387916.0377863               12400.267840512783               27328.632034895745           1.1502821513058966e-53               1.3333333333333333
                  35860914.4199861               0.9722828800547668                19772154.50295362                142387916.2048853               12578.199733475212                26941.09350582689           1.1502821508491556e-53               1.3333333333333333
                  35860914.4198383               0.9722828800547668               19772154.470285892               142387916.34641472                12757.92140436686                 26549.1668587351           1.1502821504451876e-53               1.3333333333333333
                 35860914.41971514               0.9722828800547668               19772154.443573643               142387916.46627784                12947.67117784686               26177.499349447236           1.1502821500888824e-53               1.3333333333333333
                35860914.419612505               0.9722828800547668                19772154.42171543               142387916.56767428               13142.371322462554               25804.837629965277           1.1502821497764748e-53               1.3333333333333333
                 35860914.41952697               0.9722828800547668               19772154.403834037               142387916.65342698               13366.827928708954               25410.653775394432           1.1502821495032815e-53               1.3333333333333333
                  35860914.4194557               0.9722828800547668               19772154.389231205               142387916.72600877               13557.066507875083               25081.264897890007           1.1502821492641286e-53               1.3333333333333333
                  35860914.4193963               0.9722828800547668               19772154.377286565               142387916.78733808               13749.959390326883                24774.13105115192            1.150282149056196e-53               1.3333333333333333
                  35860914.4193468               0.9722828800547668                19772154.36752835                142387916.8391819               13871.728370428607                24586.02129448308            1.150282148875383e-53               1.3333333333333333
                 35860914.41929731               0.9722828800547668               19772154.357717123               142387916.89082593               14359.510759524188               23939.495924998377            1.150282148696619e-53               1.3333333333333333
                35860914.419214815               0.9722828800547668               19772154.341917906                142387916.9789781               14645.847554730331                23623.95006764988           1.1502821483773903e-53               1.3333333333333333
                 35860914.41914607               0.9722828800547668               19772154.329021644               142387917.05345327               14922.456945822523               23321.283520905363           1.1502821481009693e-53               1.3333333333333333
                 35860914.41908878               0.9722828800547668               19772154.318476297               142387917.11627352               15194.731039853594                23012.25988197305           1.1502821478628612e-53               1.3333333333333333
                35860914.419041045               0.9722828800547668               19772154.309830114               142387917.16915572                15479.75056273806               22687.504493986926           1.1502821476589845e-53               1.3333333333333333
                 35860914.41900126               0.9722828800547668                19772154.30277445               142387917.21378714                 15805.7585927548               22370.141568385938           1.1502821474833369e-53               1.3333333333333333
                35860914.418968104               0.9722828800547668               19772154.297038138               142387917.25151888               16077.258876118405               22173.400299106932           1.1502821473314284e-53               1.3333333333333333
                 35860914.41893212               0.9722828800547668               19772154.290842872               142387917.29260233               16712.090834925442               21755.560264168053           1.1502821471652905e-53               1.3333333333333333
                 35860914.41884214               0.9722828800547668                19772154.27527103               142387917.39499584               17526.912633558335               21065.534331726438           1.1502821467531486e-53               1.3333333333333333
                 35860914.41866219               0.9722828800547668               19772154.249618735                142387917.6204347               12424.334489602381               29483.549291512576            1.150282145717408e-53               1.3333333333333333
                 35860914.41830228               0.9722828800547668               19772154.158938263               142387917.92323855               12451.315408928474               29063.224650075972           1.1502821451621613e-53               1.3333333333333333
                 35860914.41770243               0.9722828800547668               19772154.010848634                 142387918.439361               12288.563777497018               29049.178766902434           1.1502821441194829e-53               1.3333333333333333
                 35860914.41720255               0.9722828800547668               19772153.887412652                142387918.8693586                12208.31659105687                28961.41979517636           1.1502821432516594e-53               1.3333333333333333
                35860914.416785985               0.9722828800547668               19772153.785079047               142387919.22968113               12002.492519112702               29190.933899924865             1.15028214250805e-53               1.3333333333333333
                 35860914.41643885               0.9722828827825855               19772153.698679432                142387919.5257327               11887.664442067888                29125.41474692983           1.1502821419315522e-53               1.3333333333333333
                35860914.416149564                0.972282886430953               19772153.626870114                142387919.7731582               11820.046925002172                29059.50527150359             1.15028214144381e-53               1.3333333333333333
                 35860914.41586028               0.9722828865420531               19772153.555178303               142387920.02102572               11993.802389846443               28417.128771190903           1.1502821409515343e-53               1.3333333333333333
                35860914.415378146               0.9722828865420531               19772153.439965703               142387920.45020914               12045.604321081604               28089.077492762015            1.150282139966491e-53               1.3333333333333333
                 35860914.41497637               0.9722828865420531                19772153.34588504               142387920.81511924               12152.124154419542                27750.84278400306           1.1502821390713052e-53               1.3333333333333333
                 35860914.41464155               0.9722828865420531                19772153.26894688               142387921.12471035               12301.077637548846               27381.726487544256           1.1502821382690007e-53               1.3333333333333333
                 35860914.41436254               0.9722828865420531               19772153.205991544               142387921.38706443               12475.353369518212               26995.748294414265           1.1502821375557516e-53               1.3333333333333333
                 35860914.41413004               0.9722828865420531                19772153.15446136               142387921.60919935               12677.734857924812                26595.91281175381            1.150282136925466e-53               1.3333333333333333
                 35860914.41393628               0.9722828865420531               19772153.112337522               142387921.79738808               12876.111058997116                26209.89100263071           1.1502821363687294e-53               1.3333333333333333
                 35860914.41377481               0.9722828865420531               19772153.077864647               142387921.95658278                13132.61721040285               25775.013340778598           1.1502821358805035e-53               1.3333333333333333
                 35860914.41364026               0.9722828865420531                19772153.04971906               142387922.09143272               13361.198695386123               25387.704350664677           1.1502821354512422e-53               1.3333333333333333
                 35860914.41352813               0.9722828865420531               19772153.026717965               142387922.20551378               13581.779068906131                25026.59276846306            1.150282135076051e-53               1.3333333333333333
                 35860914.41343469               0.9722828865420531               19772153.007878516               142387922.30181426               13845.661635926857               24637.597818981245           1.1502821347507628e-53               1.3333333333333333
                 35860914.41335683               0.9722828865420531               19772152.992506832                 142387922.383298               14112.945282974999               24264.125133135443           1.1502821344670665e-53               1.3333333333333333
                 35860914.41329194               0.9722828865420531               19772152.979947686                142387922.4521443               14351.968774256844                23939.08264603401           1.1502821342209966e-53               1.3333333333333333
                 35860914.41323787               0.9722828865420531               19772152.969671037               142387922.51022676               14606.840564658089                23625.75787304694            1.150282134008662e-53               1.3333333333333333
                 35860914.41319281               0.9722828865420531               19772152.961264845               142387922.55922264               14868.548451266379               23321.091798758316           1.1502821338256353e-53               1.3333333333333333
                 35860914.41315526               0.9722828865420531               19772152.954381965               142387922.60051283                15097.32050208307                23065.00782730856           1.1502821336684034e-53               1.3333333333333333
                35860914.413123965               0.9722828865420531                19772152.94877901               142387922.63541937               15264.663777274382               22872.088134888876           1.1502821335322663e-53               1.3333333333333333
                 35860914.41309267               0.9722828865420531                19772152.94315531                142387922.6702496                15735.61861864722                22399.23767486477           1.1502821333969322e-53               1.3333333333333333
                 35860914.41304052               0.9722828865420531                19772152.93401201               142387922.72916082               15991.981679831435               22188.408732758504           1.1502821331625273e-53               1.3333333333333333
                 35860914.41299706               0.9722828865420531                19772152.92657394               142387922.77893594               16127.558885171708                22254.58962874731            1.150282132960214e-53               1.3333333333333333
                  35860914.4129536               0.9722828865420531                 19772152.9191683                142387922.8288328               16307.926673476335               22520.661362038856           1.1502821327566428e-53               1.3333333333333333
                 35860914.41277974               0.9722828865420531               19772152.891647898               142387923.03632683               12263.443850486254               29460.912786930377            1.150282131861425e-53               1.3333333333333333
                35860914.412432045               0.9722828865420531               19772152.804073777               142387923.32897195                12343.51816569515               28941.490771308832           1.1502821313237391e-53               1.3333333333333333
                35860914.411852546               0.9722828865420531                19772152.66177369               142387923.83046636               12267.021614696967               28814.029769543275           1.1502821302867666e-53               1.3333333333333333
                 35860914.41136962                0.972282888029491               19772152.544091213                142387924.2517647                  11956.175752499               29238.104507094748            1.150282129387913e-53               1.3333333333333333
                 35860914.41096719                0.972282888029491               19772152.443594385               142387924.59371674               12005.745547204066               28836.190546413465           1.1502821287323604e-53               1.3333333333333333
                35860914.410631835                0.972282888029491                19772152.36165557                142387924.8854772               12046.962011745438               28555.169639995795           1.1502821281164161e-53               1.3333333333333333
                 35860914.41035237                0.972282888029491               19772152.294462774               142387925.13270876               12134.082581446803                 28231.4912357901           1.1502821275611689e-53               1.3333333333333333
                 35860914.41011948                0.972282888029491                 19772152.2394956               142387925.34259704               12246.311556323439               27900.386746448494           1.1502821270589307e-53               1.3333333333333333
                 35860914.40992541                0.972282888029491               19772152.194506336               142387925.52057347                12376.71107333711               27551.068389089884           1.1502821266089503e-53               1.3333333333333333
                 35860914.40976369                0.972282888029491               19772152.157658447                142387925.6713071               12539.623216231848               27179.047054069248           1.1502821262091864e-53               1.3333333333333333
                 35860914.40962891                0.972282888029491                19772152.12751297                142387925.7990279               12705.043293731695               26817.292680593615            1.150282125854442e-53               1.3333333333333333
                  35860914.4095166                0.972282888029491               19772152.102824878               142387925.90709108               12886.780409208897               26449.053746515565           1.1502821255421434e-53               1.3333333333333333
                35860914.409423016                0.972282888029491                19772152.08259948               142387925.99845225               13081.673136194746                 26069.3656372155            1.150282125268489e-53               1.3333333333333333
                 35860914.40934502                0.972282888029491               19772152.066071607               142387926.07581496               13273.320077892058                25734.09970518325           1.1502821250278735e-53               1.3333333333333333
                 35860914.40928003                0.972282888029491               19772152.052584898                142387926.1413614                13366.41868757205               25576.516661581216           1.1502821248163308e-53               1.3333333333333333
                 35860914.40921504                0.972282888029491                19772152.03905783               142387926.20675525                13788.33805316383                24908.98274515327           1.1502821246063308e-53               1.3333333333333333
                 35860914.40910672                0.972282888029491               19772152.017351337                 142387926.318901               14043.815041704787               24554.309867521548           1.1502821242240427e-53               1.3333333333333333
                35860914.409016445                0.972282888029491               19772151.999570064                142387926.4135108               14306.435224550201                24213.60332094664           1.1502821238936375e-53               1.3333333333333333
                 35860914.40894122                0.972282888029491                19772151.98503638                142387926.4934215               14599.448259018327               23882.203969876344           1.1502821236073628e-53               1.3333333333333333
                35860914.408878535                0.972282888029491                19772151.97313133               142387926.56078735                14890.27049539022                23564.32066901547            1.150282123360852e-53               1.3333333333333333
                  35860914.4088263                0.972282888029491               19772151.963386986               142387926.61759084               15167.874857545574               23259.432107354223           1.1502821231486258e-53               1.3333333333333333
                35860914.408782765                0.972282888029491               19772151.955422357                142387926.6655128               15443.038731032319               22955.661289138006           1.1502821229657777e-53               1.3333333333333333
                 35860914.40874649                0.972282888029491               19772151.948915776                142387926.7059393               15694.189923644371               22686.520254322066           1.1502821228083764e-53               1.3333333333333333
                 35860914.40871626                0.972282888029491               19772151.943610914               142387926.74006775                15901.69138066375                22488.77317774506           1.1502821226726871e-53               1.3333333333333333
                35860914.408686034                0.972282888029491               19772151.938302014               142387926.77418107                16416.50794143041                22041.64856286749           1.1502821225371646e-53               1.3333333333333333
                35860914.408635646                0.972282888029491                19772151.92965911               142387926.83180982               16665.738174463957                 22112.9384386724           1.1502821223033819e-53               1.3333333333333333
                35860914.408585265                0.972282888029491                19772151.92090897               142387926.88903615                16743.70503255335               22138.614588835044           1.1502821220737157e-53               1.3333333333333333
                 35860914.40848449                0.972282888029491               19772151.905956164               142387927.01306573               12388.971754012951               29369.761512752888           1.1502821215163145e-53               1.3333333333333333
                 35860914.40828295                0.972282888029491                19772151.85547138                142387927.1837389               12509.318906997816               28966.990077173814           1.1502821211939208e-53               1.3333333333333333
                35860914.407723114                0.972282888029491               19772151.717916846               142387927.66791224               12363.844662520152                29027.39614147309           1.1502821201951771e-53               1.3333333333333333
                 35860914.40725657                0.972282888029491               19772151.602864787                142387928.0697993                12348.14131360449                28768.10688322229           1.1502821193791557e-53               1.3333333333333333
                 35860914.40671689               0.9722828893406331               19772151.471669164               142387928.54182386               11965.901474879778                29344.57695345352            1.150282118362208e-53               1.3333333333333333
                 35860914.40626716               0.9722828925341248               19772151.358671464               142387928.92138475               11897.536800585049               29072.168856801454           1.1502821176559636e-53               1.3333333333333333
                 35860914.40589238               0.9722828950834358               19772151.265780766               142387929.24247706               11897.482496849045               28772.555459963267           1.1502821170183615e-53               1.3333333333333333
                 35860914.40558006               0.9722828956000049                19772151.18962283                142387929.5147581               11973.300254058717               28391.712406948052           1.1502821164388427e-53               1.3333333333333333
                35860914.405319795               0.9722828956000049               19772151.127694864                142387929.6447095               12081.692586236673                28045.05244660556           1.1502821167275685e-53               1.3333333333333333
                 35860914.40510291               0.9722828956000049               19772151.077112593               142387929.73973164               12210.778881962453               27694.433641710642           1.1502821170669648e-53               1.3333333333333333
                 35860914.40492217               0.9722828956000049               19772151.035747945                142387929.8047551               12358.696255044517               27335.075645413846           1.1502821174577888e-53               1.3333333333333333
                 35860914.40477155               0.9722828956000049               19772151.001788046               142387929.94646975               12527.593319228734               26950.988500593983            1.150282117071308e-53               1.3333333333333333
                 35860914.40464604               0.9722828956000049               19772150.974017184                 142387930.066553               12694.672191295926               26594.660436153074            1.150282116728869e-53               1.3333333333333333
                 35860914.40454145               0.9722828956000049               19772150.951277953               142387930.16813934                12858.53158177071                26268.81072361246            1.150282116427973e-53               1.3333333333333333
                 35860914.40445428               0.9722828956000049               19772150.932688728               142387930.25414947               12931.123880779285               26139.309023164853           1.1502821161633605e-53               1.3333333333333333
                 35860914.40436712               0.9722828956000049               19772150.914032497               142387930.33990625                13373.75289473314               25365.776773369173           1.1502821159013254e-53               1.3333333333333333
                 35860914.40422185               0.9722828956000049                19772150.88419551                142387930.4875619               13616.473263119437               24991.390019783117           1.1502821154162056e-53               1.3333333333333333
                 35860914.40410079               0.9722828956000049               19772150.859805394                142387930.6123911               13877.669701443105               24628.160012428016           1.1502821149936996e-53               1.3333333333333333
                  35860914.4039999               0.9722828956000049                19772150.83983487               142387930.71774733               14138.978368170376                24265.13073432779           1.1502821146279485e-53               1.3333333333333333
                 35860914.40391584               0.9722828956000049               19772150.823499512               142387930.80669856               14427.855706591767               23916.872321461095           1.1502821143113464e-53               1.3333333333333333
                 35860914.40384579               0.9722828956000049               19772150.810162053               142387930.88185978               14706.682522239009                23604.60886576375           1.1502821140369034e-53               1.3333333333333333
                  35860914.4037874               0.9722828956000049               19772150.799230218               142387930.94518206                14972.12062303099               23302.306444862395           1.1502821138011667e-53               1.3333333333333333
                 35860914.40373875               0.9722828956000049               19772150.790300015               142387930.99862453                15238.07109629872               23002.771307272655           1.1502821135977985e-53               1.3333333333333333
                35860914.403698206               0.9722828956000049                19772150.78299834                142387931.0436881               15501.171258652244               22722.775310906534           1.1502821134229336e-53               1.3333333333333333
                 35860914.40366442               0.9722828956000049                19772150.77704068               142387931.08171862               15708.718902675088               22519.386238224775            1.150282113272311e-53               1.3333333333333333
                 35860914.40363064               0.9722828956000049               19772150.771093328               142387931.11978874                16241.79344493277               22038.842914407665           1.1502821131213033e-53               1.3333333333333333
                35860914.403574325               0.9722828956000049               19772150.761409234               142387931.18409583                16540.94332794155               22032.263777024782           1.1502821128608247e-53               1.3333333333333333
                 35860914.40351801               0.9722828956000049               19772150.751640346               142387931.24808437               16793.720353161403                21878.02457803227           1.1502821126036203e-53               1.3333333333333333
                  35860914.4034054               0.9722828956000049               19772150.734925818               142387931.38667795               12406.951395863158                 29213.0854428113            1.150282111980491e-53               1.3333333333333333
                35860914.403030016               0.9722828956000049                19772150.64152688                142387931.7069456                12364.27203613068               29033.748482450148           1.1502821113544507e-53               1.3333333333333333
                 35860914.40271719               0.9722828956000049                19772150.56451239               142387931.97691047               12190.519037307728                29278.79655182961            1.150282110801255e-53               1.3333333333333333
                 35860914.40240436               0.9722828956000049               19772150.486324035               142387932.24246132               12269.824167960274               28863.204425813667            1.150282110293253e-53               1.3333333333333333
                 35860914.40188298               0.9722828956000049               19772150.358882993               142387932.69584978               12011.450634833624               29157.612588994893           1.1502821093359385e-53               1.3333333333333333
                  35860914.4014485               0.9722828961326835                19772150.25079619               142387933.06658155               11981.611366226884               28902.489399985567           1.1502821086107938e-53               1.3333333333333333
                35860914.401086435               0.9722828961326835               19772150.161897194               142387933.37993672               12030.383164161964               28541.844085833578           1.1502821079613067e-53               1.3333333333333333
                35860914.400784716               0.9722828961326835                19772150.08934904               142387933.64683643                12116.13485404144               28219.971524071774           1.1502821073609928e-53               1.3333333333333333
                 35860914.40053328               0.9722828961326835                 19772150.0300136                142387933.8734692               12225.850021849621               27892.881676809084           1.1502821068175424e-53               1.3333333333333333
                35860914.400323756               0.9722828961326835                19772149.98142471                142387934.0655542               12358.672088732075               27550.298603197298           1.1502821063316478e-53               1.3333333333333333
                 35860914.40014915               0.9722828961326835                19772149.94164189               142387934.22828698                12509.22448636151               27196.906943521233           1.1502821058994722e-53               1.3333333333333333
                 35860914.40000364               0.9722828961326835               19772149.909053545               142387934.36601862               12674.608197941105               26829.002925760717            1.150282105517604e-53               1.3333333333333333
                 35860914.39988238               0.9722828961326835               19772149.882371508               142387934.48258072               12860.547456740042                 26447.3275183414            1.150282105181095e-53               1.3333333333333333
                 35860914.39978135               0.9722828961326835               19772149.860539425               142387934.58123118               13048.870061936212                  26082.306121634            1.150282104885155e-53               1.3333333333333333
                 35860914.39969714               0.9722828961326835                 19772149.8426681               142387934.66465196               13255.072482466898               25713.172762315127            1.150282104626134e-53               1.3333333333333333
                 35860914.39962697               0.9722828961326835                19772149.82805569                142387934.7352222               13442.571143897934               25397.752196514306           1.1502821043994894e-53               1.3333333333333333
                 35860914.39956849               0.9722828961326835                19772149.81612084               142387934.79494232               13533.493834910763               25240.977398624847           1.1502821042012923e-53               1.3333333333333333
                 35860914.39951001               0.9722828961326835               19772149.804157156               142387934.85455415               13958.943805672492               24587.142660753023           1.1502821040042055e-53               1.3333333333333333
                 35860914.39941255               0.9722828961326835               19772149.784916464                142387934.9565336               14225.836856894639               24243.279878245092           1.1502821036488242e-53               1.3333333333333333
                 35860914.39933133               0.9722828961326835               19772149.769169293               142387935.04259557               14510.676623016185               23906.222579785026           1.1502821033416307e-53               1.3333333333333333
                 35860914.39926366               0.9722828961326835                19772149.75627198               142387935.11516106               14795.705299416042                23582.02019701794           1.1502821030769568e-53               1.3333333333333333
                 35860914.39920725               0.9722828961326835                19772149.74573428               142387935.17642224               15102.779618887862               23260.842458334635            1.150282102848306e-53               1.3333333333333333
                 35860914.39916025               0.9722828961326835               19772149.737116285                142387935.2280884               15361.771827462153                22966.42386091849           1.1502821026514696e-53               1.3333333333333333
                 35860914.39912108               0.9722828961326835                19772149.73007336               142387935.27166393               15623.844312286232                22691.80209789386           1.1502821024821045e-53               1.3333333333333333
                 35860914.39908845               0.9722828961326835               19772149.724326614                142387935.3084382                15832.38078030783                22493.37228950377            1.150282102336249e-53               1.3333333333333333
                 35860914.39905581               0.9722828961326835               19772149.718586218               142387935.34523463               16351.788969342677                 22022.7949448766           1.1502821021901561e-53               1.3333333333333333
                 35860914.39900141               0.9722828961326835                19772149.70926803               142387935.40750104                16645.29733786329               22020.823200064224           1.1502821019370608e-53               1.3333333333333333
                 35860914.39894701               0.9722828961326835               19772149.699867234                 142387935.469457                16876.62340183973               21862.257216987982            1.150282101687145e-53               1.3333333333333333
                35860914.398838215               0.9722828961326835                19772149.68366471               142387935.60314158               12545.503843420056                29007.02222560215            1.150282101087244e-53               1.3333333333333333
                 35860914.39847556               0.9722828961326835                19772149.59445678               142387935.91638958               12405.228777802105               29102.888685959937           1.1502821004429666e-53               1.3333333333333333
                  35860914.3981129               0.9722828961326835               19772149.504710812                142387936.2276132               12361.776309212339               29033.907297227775           1.1502820998194165e-53               1.3333333333333333
                 35860914.39750847               0.9722828961326835               19772149.355343476               142387936.74710837               12285.376349423197                28814.50282404882           1.1502820987720867e-53               1.3333333333333333
                 35860914.39700478                0.972282896586785                 19772149.2325135               142387937.18619782               11987.053117894011               29209.507706460277           1.1502820978360145e-53               1.3333333333333333
                 35860914.39658505               0.9722828984740159               19772149.127774693               142387937.54315475               11934.013977494213               28997.539023844976           1.1502820971476387e-53               1.3333333333333333
                35860914.396235265               0.9722828990903167                19772149.04142605               142387937.84412992               11972.548749833906                28631.66414956411           1.1502820965380163e-53               1.3333333333333333
                35860914.395943776               0.9722828990903167               19772148.970937394                142387938.1004638                12061.58030890487                28289.90943922276           1.1502820959734473e-53               1.3333333333333333
                35860914.395700864               0.9722828990903167                19772148.91335943                 142387938.318448               12171.820166783544               27947.229886330257            1.150282095458205e-53               1.3333333333333333
                 35860914.39549845               0.9722828990903167               19772148.866272103               142387938.50346503               12303.938695298742               27596.432987892487           1.1502820949943952e-53               1.3333333333333333
                35860914.395329766               0.9722828990903167               19772148.827716075                 142387938.660216               12459.450739419955               27229.634942599125             1.15028209458156e-53               1.3333333333333333
                35860914.395189196               0.9722828990903167                19772148.79616136               142387938.79300484               12629.168124843565                26860.47877548476           1.1502820942153763e-53               1.3333333333333333
                 35860914.39507205               0.9722828990903167                19772148.77032266               142387938.90538067               12814.304170038977               26483.147742295318             1.15028209389263e-53               1.3333333333333333
                 35860914.39497443               0.9722828990903167                19772148.74919514                 142387939.000549               12996.452099050595                26111.93559798244           1.1502820936080921e-53               1.3333333333333333
                 35860914.39489308               0.9722828990903167                19772148.73190731               142387939.08105373               13193.244691330363               25741.487124848376             1.15028209335872e-53               1.3333333333333333
                35860914.394825295               0.9722828990903167               19772148.717753366                142387939.1490905               13402.582285058823                25367.17743582667           1.1502820931411803e-53               1.3333333333333333
                35860914.394768804               0.9722828990903167               19772148.706196595               142387939.20668373               13583.279141367155               25058.767472984746           1.1502820929507297e-53               1.3333333333333333
                35860914.394721724               0.9722828990903167                19772148.69676822               142387939.25543734                13691.99656464537               24882.742493277943           1.1502820927842248e-53               1.3333333333333333
                35860914.394674644               0.9722828990903167               19772148.687319424               142387939.30411643               14096.417338899493               24281.709714416073           1.1502820926185086e-53               1.3333333333333333
                 35860914.39459618               0.9722828990903167                19772148.67206529               142387939.38710332               14348.522575805537               23943.916987160617           1.1502820923233047e-53               1.3333333333333333
                35860914.394530796               0.9722828990903167               19772148.659585603               142387939.45713192               14646.063598676414                23609.80922240623           1.1502820920683612e-53               1.3333333333333333
                 35860914.39447631               0.9722828990903167                19772148.64938029               142387939.51622015                14942.71485379082               23278.897253788225            1.150282091848417e-53               1.3333333333333333
                35860914.394430906               0.9722828990903167               19772148.641047288               142387939.56610596                15207.62946064127               22961.126350836617           1.1502820916585369e-53               1.3333333333333333
                35860914.394393064               0.9722828990903167                19772148.63422486               142387939.60813406                15495.89812298763                22620.95421214364            1.150282091495612e-53               1.3333333333333333
                 35860914.39436154               0.9722828990903167               19772148.628655832               142387939.64359677                15832.83871143743               22271.354277797083           1.1502820913553545e-53               1.3333333333333333
                 35860914.39432883               0.9722828990903167               19772148.622989558               142387939.68080497               16239.554492975252               21940.270325828686           1.1502820912055563e-53               1.3333333333333333
